"ensembl_gene_id","external_gene_name","description","Group name","Protein","Metabolic","Lipid","HGNC_ID","HGNC_gene_name","Manning_Group","Manning_Family","Manning_Subfamily","HGNC","Group","Family","SubFamily","kin_group","kh_group"
"ENSG00000074590","NUAK1","NUAK family kinase 1","NUAK family kinases","Y","N","N","HGNC:14311","NUAK1","CAMK","CAMKL","NuaK","NUAK1","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000163545","NUAK2","NUAK family kinase 2","NUAK family kinases","Y","N","N","HGNC:29558","NUAK2","CAMK","CAMKL","NuaK","NUAK2","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000154358","OBSCN","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF","Myosin light chain kinase family","Y","N","N","HGNC:15719","OBSCN","CAMK","Trio",NA,"OBSCN","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000172939","OXSR1","oxidative stress responsive kinase 1",NA,"N","N","N","HGNC:8508","OXSR1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000124507","PACSIN1","protein kinase C and casein kinase substrate in neurons 1",NA,"N","N","N","HGNC:8570","PACSIN1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000149269","PAK1","p21 (RAC1) activated kinase 1",NA,"N","N","N","HGNC:8590","PAK1","STE","STE20","PAKA","PAK1","STE",NA,NA,"STE","STE"
"ENSG00000180370","PAK2","p21 (RAC1) activated kinase 2",NA,"N","N","N","HGNC:8591","PAK2","STE","STE20","PAKA","PAK2","STE",NA,NA,"STE","STE"
"ENSG00000077264","PAK3","p21 (RAC1) activated kinase 3",NA,"N","N","N","HGNC:8592","PAK3","STE","STE20","PAKA","PAK3","STE",NA,NA,"STE","STE"
"ENSG00000130669","PAK4","p21 (RAC1) activated kinase 4",NA,"N","N","N","HGNC:16059","PAK4","STE","STE20","PAKB","PAK4","STE",NA,NA,"STE","STE"
"ENSG00000101349","PAK5","p21 (RAC1) activated kinase 5",NA,"N","N","N","HGNC:15916","PAK5","STE","STE20","PAKB","PAK5","STE",NA,NA,"STE","STE"
"ENSG00000137843","PAK6","p21 (RAC1) activated kinase 6",NA,"N","N","N","HGNC:16061","PAK6","STE","STE20","PAKB","PAK6","STE",NA,NA,"STE","STE"
"ENSG00000129116","PALLD","palladin, cytoskeletal associated protein",NA,"N","N","N","HGNC:17068","PALLD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000152520","PAN3","poly(A) specific ribonuclease subunit PAN3",NA,"N","N","N","HGNC:29991","PAN3",NA,NA,NA,"PAN3","Other",NA,NA,NA,"Other"
"ENSG00000152782","PANK1","pantothenate kinase 1","Pantothenate kinase family","Y","N","N","HGNC:8598","PANK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000125779","PANK2","pantothenate kinase 2","Pantothenate kinase family","Y","N","N","HGNC:15894","PANK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000120137","PANK3","pantothenate kinase 3","Pantothenate kinase family","Y","N","N","HGNC:19365","PANK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000138801","PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1",NA,"N","Y","N","HGNC:8603","PAPSS1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198682","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2",NA,"N","Y","N","HGNC:8604","PAPSS2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000115687","PASK","PAS domain containing serine/threonine kinase","PASK family kinases","Y","N","N","HGNC:17270","PASK","CAMK","CAMKL","PASK","PASK","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000168078","PBK","PDZ binding kinase",NA,"N","N","N","HGNC:18282","PBK","Other","TOPK",NA,"PBK","Other",NA,NA,"Other","Other"
"ENSG00000124253","PCK1","phosphoenolpyruvate carboxykinase 1",NA,"N","Y","N","HGNC:8724","PCK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000100889","PCK2","phosphoenolpyruvate carboxykinase 2, mitochondrial",NA,"N","Y","N","HGNC:8725","PCK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000134853","PDGFRA","platelet derived growth factor receptor alpha","Receptor tyrosine kinases","Y","Y","N","HGNC:8803","PDGFRA","TK","PDGFR",NA,"PDGFRA","TK",NA,NA,"TK","TK"
"ENSG00000113721","PDGFRB","platelet derived growth factor receptor beta","Receptor tyrosine kinases","Y","Y","N","HGNC:8804","PDGFRB","TK","PDGFR",NA,"PDGFRB","TK",NA,NA,"TK","TK"
"ENSG00000175087","PDIK1L","PDLIM1 interacting kinase 1 like",NA,"N","N","N","HGNC:18981","PDIK1L",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000152256","PDK1","pyruvate dehydrogenase kinase 1",NA,"N","Y","N","HGNC:8809","PDK1","AGC","PKB",NA,"PDK1","AGC",NA,NA,"AGC","AGC"
"ENSG00000005882","PDK2","pyruvate dehydrogenase kinase 2",NA,"N","N","N","HGNC:8810","PDK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000067992","PDK3","pyruvate dehydrogenase kinase 3",NA,"N","N","N","HGNC:8811","PDK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000004799","PDK4","pyruvate dehydrogenase kinase 4",NA,"N","N","N","HGNC:8812","PDK4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000140992","PDPK1","3-phosphoinositide dependent protein kinase 1",NA,"N","Y","Y","HGNC:8816","PDPK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000160209","PDXK","pyridoxal kinase",NA,"N","Y","N","HGNC:8819","PDXK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000173517","PEAK1","pseudopodium enriched atypical kinase 1","PEAK pseudokinase family","Y","N","N","HGNC:29431","PEAK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000188305","PEAK3","PEAK family member 3","PEAK pseudokinase family","Y","N","N","HGNC:24793","PEAK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000158571","PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family","Y","Y","N","HGNC:8872","PFKFB1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000123836","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family","Y","Y","N","HGNC:8873","PFKFB2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000170525","PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family","Y","Y","N","HGNC:8874","PFKFB3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000114268","PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family","Y","Y","N","HGNC:8875","PFKFB4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000141959","PFKL","phosphofructokinase, liver type","Phosphofructokinase family","Y","Y","N","HGNC:8876","PFKL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000152556","PFKM","phosphofructokinase, muscle","Phosphofructokinase family","Y","Y","N","HGNC:8877","PFKM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000067057","PFKP","phosphofructokinase, platelet","Phosphofructokinase family","Y","Y","N","HGNC:8878","PFKP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000102144","PGK1","phosphoglycerate kinase 1",NA,"N","N","N","HGNC:8896","PGK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000170950","PGK2","phosphoglycerate kinase 2",NA,"N","N","N","HGNC:8898","PGK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000164776","PHKG1","phosphorylase kinase catalytic subunit gamma 1","Phosphorylase kinase subunits","Y","N","N","HGNC:8930","PHKG1","CAMK","PHK",NA,"PHKG1","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000156873","PHKG2","phosphorylase kinase catalytic subunit gamma 2","Phosphorylase kinase subunits","Y","N","N","HGNC:8931","PHKG2","CAMK","PHK",NA,"PHKG2","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000155252","PI4K2A","phosphatidylinositol 4-kinase type 2 alpha",NA,"N","Y","N","HGNC:30031","PI4K2A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000038210","PI4K2B","phosphatidylinositol 4-kinase type 2 beta",NA,"N","Y","N","HGNC:18215","PI4K2B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000241973","PI4KA","phosphatidylinositol 4-kinase alpha","PI4KA lipid kinase complex","Y","Y","N","HGNC:8983","PI4KA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143393","PI4KB","phosphatidylinositol 4-kinase beta",NA,"N","Y","N","HGNC:8984","PI4KB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000011405","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha","Phosphatidylinositol 3-kinase family","Y","Y","N","HGNC:8971","PIK3C2A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000133056","PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta","Phosphatidylinositol 3-kinase family","Y","Y","N","HGNC:8972","PIK3C2B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000139144","PIK3C2G","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma","Phosphatidylinositol 3-kinase family","Y","Y","N","HGNC:8973","PIK3C2G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000078142","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3","Phosphatidylinositol 3-kinase family","Y","Y","N","HGNC:8974","PIK3C3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000121879","PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","Phosphatidylinositol 3-kinase family","Y","Y","Y","HGNC:8975","PIK3CA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000051382","PIK3CB","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","Phosphatidylinositol 3-kinase family","Y","Y","Y","HGNC:8976","PIK3CB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000171608","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","Phosphatidylinositol 3-kinase family","Y","Y","Y","HGNC:8977","PIK3CD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000105851","PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","Phosphatidylinositol 3-kinase family","Y","Y","N","HGNC:8978","PIK3CG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145675","PIK3R1","phosphoinositide-3-kinase regulatory subunit 1",NA,"N","Y","Y","HGNC:8979","PIK3R1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196455","PIK3R4","phosphoinositide-3-kinase regulatory subunit 4",NA,"N","N","N","HGNC:8982","PIK3R4","Other","VPS15",NA,"PIK3R4","Other",NA,NA,"Other","Other"
"ENSG00000141506","PIK3R5","phosphoinositide-3-kinase regulatory subunit 5",NA,"N","N","N","HGNC:30035","PIK3R5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000115020","PIKFYVE","phosphoinositide kinase, FYVE-type zinc finger containing",NA,"N","Y","N","HGNC:23785","PIKFYVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000137193","PIM1","Pim-1 proto-oncogene, serine/threonine kinase","PIM kinase family","Y","N","N","HGNC:8986","PIM1","CAMK","PIM",NA,"PIM1","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000102096","PIM2","Pim-2 proto-oncogene, serine/threonine kinase","PIM kinase family","Y","N","N","HGNC:8987","PIM2","CAMK","PIM",NA,"PIM2","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000198355","PIM3","Pim-3 proto-oncogene, serine/threonine kinase","PIM kinase family","Y","N","N","HGNC:19310","PIM3","CAMK","PIM",NA,"PIM3","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000158828","PINK1","PTEN induced kinase 1",NA,"N","N","N","HGNC:14581","PINK1","Other","NKF2",NA,"PINK1","Other",NA,NA,"Other","Other"
"ENSG00000150867","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha",NA,"N","Y","N","HGNC:8997","PIP4K2A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000276293","PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase type 2 beta",NA,"N","Y","N","HGNC:8998","PIP4K2B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000166908","PIP4K2C","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma",NA,"N","Y","N","HGNC:23786","PIP4K2C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143398","PIP5K1A","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha",NA,"N","Y","N","HGNC:8994","PIP5K1A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000107242","PIP5K1B","phosphatidylinositol-4-phosphate 5-kinase type 1 beta",NA,"N","Y","N","HGNC:8995","PIP5K1B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000186111","PIP5K1C","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma",NA,"N","Y","N","HGNC:8996","PIP5K1C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000167103","PIP5KL1","phosphatidylinositol-4-phosphate 5-kinase like 1",NA,"N","Y","N","HGNC:28711","PIP5KL1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162878","PKDCC","protein kinase domain containing, cytoplasmic","Divergent protein kinase domain family","Y","N","N","HGNC:25123","PKDCC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143627","PKLR","pyruvate kinase L/R",NA,"N","Y","N","HGNC:9020","PKLR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000067225","PKM","pyruvate kinase M1/2",NA,"N","Y","N","HGNC:9021","PKM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000127564","PKMYT1","protein kinase, membrane associated tyrosine/threonine 1",NA,"N","N","N","HGNC:29650","PKMYT1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000123143","PKN1","protein kinase N1","C2 domain containing protein kinases","Y","N","N","HGNC:9405","PKN1","AGC","PKN",NA,"PKN1","AGC",NA,NA,"AGC","AGC"
"ENSG00000065243","PKN2","protein kinase N2","C2 domain containing protein kinases","Y","N","N","HGNC:9406","PKN2","AGC","PKN",NA,"PKN2","AGC",NA,NA,"AGC","AGC"
"ENSG00000160447","PKN3","protein kinase N3","C2 domain containing protein kinases","Y","N","N","HGNC:17999","PKN3","AGC","PKN",NA,"PKN3","AGC",NA,NA,"AGC","AGC"
"ENSG00000166851","PLK1","polo like kinase 1","Polo like kinase family","Y","N","N","HGNC:9077","PLK1","Other","PLK",NA,"PLK1","Other",NA,NA,"Other","Other"
"ENSG00000145632","PLK2","polo like kinase 2","Polo like kinase family","Y","N","N","HGNC:19699","PLK2","Other","PLK",NA,"PLK2","Other",NA,NA,"Other","Other"
"ENSG00000173846","PLK3","polo like kinase 3","Polo like kinase family","Y","N","N","HGNC:2154","PLK3","Other","PLK",NA,"PLK3","Other",NA,NA,"Other","Other"
"ENSG00000142731","PLK4","polo like kinase 4","Polo like kinase family","Y","N","N","HGNC:11397","PLK4","Other","PLK",NA,"PLK4","Other",NA,NA,"Other","Other"
"ENSG00000185988","PLK5","polo like kinase 5 (inactive)","Polo like kinase family","Y","N","N","HGNC:27001","PLK5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163344","PMVK","phosphomevalonate kinase",NA,"N","N","N","HGNC:9141","PMVK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000130822","PNCK","pregnancy up-regulated nonubiquitous CaM kinase",NA,"N","N","N","HGNC:13415","PNCK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000039650","PNKP","polynucleotide kinase 3'-phosphatase",NA,"N","N","N","HGNC:9154","PNKP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000185900","POMK","protein O-mannose kinase",NA,"N","N","N","HGNC:26267","POMK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168781","PPIP5K1","diphosphoinositol pentakisphosphate kinase 1",NA,"N","Y","N","HGNC:29023","PPIP5K1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145725","PPIP5K2","diphosphoinositol pentakisphosphate kinase 2",NA,"N","Y","N","HGNC:29035","PPIP5K2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000170836","PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D",NA,"N","N","N","HGNC:9277","PPM1D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000108819","PPP1R9B","protein phosphatase 1 regulatory subunit 9B",NA,"N","N","N","HGNC:9298","PPP1R9B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000275342","PRAG1","PEAK1 related, kinase-activating pseudokinase 1","PEAK pseudokinase family","Y","N","N","HGNC:25438","PRAG1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132356","PRKAA1","protein kinase AMP-activated catalytic subunit alpha 1","Protein kinase AMP-activated catalytic subunit alpha family","Y","N","N","HGNC:9376","PRKAA1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162409","PRKAA2","protein kinase AMP-activated catalytic subunit alpha 2","Protein kinase AMP-activated catalytic subunit alpha family","Y","N","N","HGNC:9377","PRKAA2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000072062","PRKACA","protein kinase cAMP-activated catalytic subunit alpha","Protein kinase A family","Y","N","N","HGNC:9380","PRKACA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142875","PRKACB","protein kinase cAMP-activated catalytic subunit beta","Protein kinase A family","Y","N","N","HGNC:9381","PRKACB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000165059","PRKACG","protein kinase cAMP-activated catalytic subunit gamma","Protein kinase A family","Y","N","N","HGNC:9382","PRKACG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000106617","PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2","Protein kinase AMP-activated non-catalytic subunit gamma family","Y","N","N","HGNC:9386","PRKAG2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000115592","PRKAG3","protein kinase AMP-activated non-catalytic subunit gamma 3","Protein kinase AMP-activated non-catalytic subunit gamma family","Y","N","N","HGNC:9387","PRKAG3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000108946","PRKAR1A","protein kinase cAMP-dependent type I regulatory subunit alpha","Protein kinase A subunits","Y","N","N","HGNC:9388","PRKAR1A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000114302","PRKAR2A","protein kinase cAMP-dependent type II regulatory subunit alpha","Protein kinase A subunits","Y","N","N","HGNC:9391","PRKAR2A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000154229","PRKCA","protein kinase C alpha","C2 domain containing protein kinases","Y","Y","Y","HGNC:9393","PRKCA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000166501","PRKCB","protein kinase C beta","C2 domain containing protein kinases","Y","Y","Y","HGNC:9395","PRKCB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163932","PRKCD","protein kinase C delta","C2 domain containing protein kinases","Y","N","N","HGNC:9399","PRKCD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000171132","PRKCE","protein kinase C epsilon","C2 domain containing protein kinases","Y","N","Y","HGNC:9401","PRKCE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000126583","PRKCG","protein kinase C gamma","C2 domain containing protein kinases","Y","Y","Y","HGNC:9402","PRKCG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000027075","PRKCH","protein kinase C eta","C2 domain containing protein kinases","Y","N","N","HGNC:9403","PRKCH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163558","PRKCI","protein kinase C iota","Protein kinase C family","Y","N","N","HGNC:9404","PRKCI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000065675","PRKCQ","protein kinase C theta","C2 domain containing protein kinases","Y","N","N","HGNC:9410","PRKCQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000067606","PRKCZ","protein kinase C zeta","Protein kinase C family","Y","N","Y","HGNC:9412","PRKCZ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000184304","PRKD1","protein kinase D1","Protein kinase D family","Y","N","N","HGNC:9407","PRKD1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000105287","PRKD2","protein kinase D2","Protein kinase D family","Y","N","N","HGNC:17293","PRKD2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000115825","PRKD3","protein kinase D3","Protein kinase D family","Y","N","N","HGNC:9408","PRKD3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000253729","PRKDC","protein kinase, DNA-activated, catalytic subunit",NA,"N","N","N","HGNC:9413","PRKDC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000185532","PRKG1","protein kinase cGMP-dependent 1","Protein kinase G family","Y","N","N","HGNC:9414","PRKG1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000138669","PRKG2","protein kinase cGMP-dependent 2","Protein kinase G family","Y","N","N","HGNC:9416","PRKG2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000180228","PRKRA","protein activator of interferon induced protein kinase EIF2AK2",NA,"N","N","N","HGNC:9438","PRKRA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000183943","PRKX","protein kinase cAMP-dependent X-linked catalytic subunit","Protein kinase A family","Y","N","N","HGNC:9441","PRKX","AGC","PKA",NA,"PRKX","AGC",NA,NA,"AGC","AGC"
"ENSG00000112739","PRP4K","pre-mRNA processing factor kinase PRP4K",NA,"N","N","N","HGNC:17346","PRP4K","CMGC","DYRK","PRP4",NA,NA,NA,NA,"CMGC",NA
"ENSG00000147224","PRPS1","phosphoribosyl pyrophosphate synthetase 1",NA,"N","Y","N","HGNC:9462","PRPS1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229937","PRPS1L1","phosphoribosyl pyrophosphate synthetase 1 like 1",NA,"N","Y","N","HGNC:9463","PRPS1L1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000101911","PRPS2","phosphoribosyl pyrophosphate synthetase 2",NA,"N","Y","N","HGNC:9465","PRPS2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000159792","PSKH1","protein serine kinase H1","Protein serine kinase H family","Y","N","N","HGNC:9529","PSKH1","CAMK","PSK",NA,"PSKH1","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000147613","PSKH2","protein serine kinase H2","Protein serine kinase H family","Y","N","N","HGNC:18997","PSKH2","CAMK","PSK",NA,"PSKH2","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000179988","PSTK","phosphoseryl-tRNA kinase",NA,"N","Y","N","HGNC:28578","PSTK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000169398","PTK2","protein tyrosine kinase 2","PTK2 family tyrosine kinases","Y","N","Y","HGNC:9611","PTK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000120899","PTK2B","protein tyrosine kinase 2 beta","PTK2 family tyrosine kinases","Y","N","N","HGNC:9612","PTK2B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000101213","PTK6","protein tyrosine kinase 6","PTK6 family tyrosine kinases","Y","N","N","HGNC:9617","PTK6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000112655","PTK7","protein tyrosine kinase 7 (inactive)","Receptor tyrosine kinases","Y","N","N","HGNC:9618","PTK7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000173482","PTPRM","protein tyrosine phosphatase receptor type M",NA,"N","N","N","HGNC:9675","PTPRM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168297","PXK","PX domain containing serine/threonine kinase like",NA,"N","N","N","HGNC:23326","PXK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132155","RAF1","Raf-1 proto-oncogene, serine/threonine kinase","Mitogen-activated protein kinase kinase kinases","Y","Y","Y","HGNC:9829","RAF1","TKL","RAF",NA,"RAF1","TKL",NA,NA,"TKL","TKL"
"ENSG00000101265","RASSF2","Ras association domain family member 2",NA,"N","N","N","HGNC:9883","RASSF2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000171174","RBKS","ribokinase",NA,"N","N","N","HGNC:30325","RBKS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000165731","RET","ret proto-oncogene","Receptor tyrosine kinases","Y","Y","N","HGNC:9967","RET","TK","Ret",NA,"RET","TK",NA,NA,"TK","TK"
"ENSG00000135002","RFK","riboflavin kinase",NA,"N","Y","N","HGNC:30324","RFK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000124784","RIOK1","RIO kinase 1",NA,"N","N","N","HGNC:18656","RIOK1","Atypical","RIO","RIO1","RIOK1","Atypical",NA,NA,"Atypical","Atypical"
"ENSG00000058729","RIOK2","RIO kinase 2",NA,"N","N","N","HGNC:18999","RIOK2","Atypical","RIO","RIO2","RIOK2","Atypical",NA,NA,"Atypical","Atypical"
"ENSG00000101782","RIOK3","RIO kinase 3",NA,"N","N","N","HGNC:11451","RIOK3","Atypical","RIO","RIO3","RIOK3","Atypical",NA,NA,"Atypical","Atypical"
"ENSG00000137275","RIPK1","receptor interacting serine/threonine kinase 1",NA,"N","N","N","HGNC:10019","RIPK1","TKL","RIPK",NA,"RIPK1","TKL",NA,NA,"TKL","TKL"
"ENSG00000104312","RIPK2","receptor interacting serine/threonine kinase 2",NA,"N","N","N","HGNC:10020","RIPK2","TKL","RIPK",NA,"RIPK2","TKL",NA,NA,"TKL","TKL"
"ENSG00000129465","RIPK3","receptor interacting serine/threonine kinase 3",NA,"N","N","N","HGNC:10021","RIPK3","TKL","RIPK",NA,"RIPK3","TKL",NA,NA,"TKL","TKL"
"ENSG00000183421","RIPK4","receptor interacting serine/threonine kinase 4",NA,"N","N","N","HGNC:496","RIPK4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000135828","RNASEL","ribonuclease L",NA,"N","N","N","HGNC:10050","RNASEL","Other","Other-Unique",NA,"RNASEL","Other",NA,NA,"Other","Other"
"ENSG00000067900","ROCK1","Rho associated coiled-coil containing protein kinase 1","Rho associated coiled-coil containing protein kinase family","Y","N","Y","HGNC:10251","ROCK1","AGC","DMPK","ROCK","ROCK1","AGC",NA,NA,"AGC","AGC"
