kinase_id,HGNC_symbol,HGNC_ID,Name_hgnc,Is_phosphatase,Is_kinase_regulator,Is_anchoring_protein,Is_pseudokinase,Substrate_protein,Substrate_lipid,Substrate_nucleotide,Substrate_carbohydrate,Substrate_other,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,kinase_id_manning,manning_name,Group_manning,Family_manning,SubFamily_manning,Pseudogene_manning,Novelty_manning,InManning,Group_kinhub,Family_kinhub,SubFamily_kinhub,UniProt_kinhub,InKinHub,Group_match_manning_kinhub,Family_match_manning_kinhub,Group_consensus,Family_consensus,Metabolic_kegg,Lipid_kegg,Mouse_Symbol,Ensembl_Mouse
K0259,LMTK3,HGNC:19295,lemur tyrosine kinase 3,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK415,,TK,Lmr,"",N,Novel,Y,TK,Lmr,"",Q96Q04,Y,TRUE,TRUE,TK,Lmr,N,N,Lmtk3,ENSMUSG00000062044
K0260,LTK,HGNC:6721,leukocyte receptor tyrosine kinase,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK209,LTK,TK,Alk,"",N,Known - Refseq,Y,TK,ALK,"",P29376,Y,TRUE,TRUE,TK,Alk,N,N,Ltk,ENSMUSG00000027297
K0261,LYN,HGNC:6735,"LYN proto-oncogene, Src family tyrosine kinase",N,N,N,N,Y,N,N,N,N,Src family tyrosine kinases,1388,Approved,gene with protein product,SK210,LYN,TK,Src,"",N,Known - Literature,Y,TK,Src,"",P07948,Y,TRUE,TRUE,TK,Src,N,Y,Lyn,ENSMUSG00000042228
K0262,MAGI1,HGNC:946,"membrane associated guanylate kinase, WW and PDZ domain containing 1",N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Magi1,ENSMUSG00000045095
K0263,MAGI2,HGNC:18957,"membrane associated guanylate kinase, WW and PDZ domain containing 2",N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Magi2,ENSMUSG00000040003
K0264,MAGI3,HGNC:29647,"membrane associated guanylate kinase, WW and PDZ domain containing 3",N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Magi3,ENSMUSG00000052539
K0265,MAK,HGNC:6816,male germ cell associated kinase,N,N,N,N,Y,N,N,N,N,"CILK1, MAK, MOK protein kinase family",3482,Approved,gene with protein product,SK211,MAK,CMGC,RCK,"",N,Known - Literature,Y,CMGC,RCK,"",P20794,Y,TRUE,TRUE,CMGC,RCK,N,N,Mak,ENSMUSG00000021363
K0266,MAP2,HGNC:6839,microtubule associated protein 2,N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,Map2,ENSMUSG00000015222
K0267,MAP2K1,HGNC:6840,mitogen-activated protein kinase kinase 1,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinases,653,Approved,gene with protein product,SK217,MAP2K1,STE,STE7,"",N,Known - Refseq,Y,STE,STE7,"",Q02750,Y,TRUE,TRUE,STE,STE7,Y,Y,Map2k1,ENSMUSG00000004936
K0268,MAP2K2,HGNC:6842,mitogen-activated protein kinase kinase 2,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinases,653,Approved,gene with protein product,SK218,MAP2K2,STE,STE7,"",N,Known - Refseq,Y,STE,STE7,"",P36507,Y,TRUE,TRUE,STE,STE7,Y,Y,Map2k2,ENSMUSG00000035027
K0269,MAP2K3,HGNC:6843,mitogen-activated protein kinase kinase 3,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinases,653,Approved,gene with protein product,SK238,MAP2K3,STE,STE7,"",N,Known - Refseq,Y,STE,STE7,"",P46734,Y,TRUE,TRUE,STE,STE7,N,Y,Map2k3,ENSMUSG00000018932
K0270,MAP2K4,HGNC:6844,mitogen-activated protein kinase kinase 4,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinases,653,Approved,gene with protein product,SK239,MAP2K4,STE,STE7,"",N,Known - Refseq,Y,STE,STE7,"",P45985,Y,TRUE,TRUE,STE,STE7,N,Y,Map2k4,ENSMUSG00000033352
K0271,MAP2K5,HGNC:6845,mitogen-activated protein kinase kinase 5,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinases,653,Approved,gene with protein product,SK219,MAP2K5,STE,STE7,"",N,Known - Refseq,Y,STE,STE7,"",Q13163,Y,TRUE,TRUE,STE,STE7,N,N,Map2k5,ENSMUSG00000058444
K0272,MAP2K6,HGNC:6846,mitogen-activated protein kinase kinase 6,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinases,653,Approved,gene with protein product,SK220,MAP2K6,STE,STE7,"",N,Known - Refseq,Y,STE,STE7,"",P52564,Y,TRUE,TRUE,STE,STE7,N,Y,Map2k6,ENSMUSG00000020623
K0273,MAP2K7,HGNC:6847,mitogen-activated protein kinase kinase 7,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinases,653,Approved,gene with protein product,SK230,MAP2K7,STE,STE7,"",N,Known - Refseq,Y,STE,STE7,"",O14733,Y,TRUE,TRUE,STE,STE7,N,Y,Map2k7,ENSMUSG00000002948
K0274,MAP3K1,HGNC:6848,mitogen-activated protein kinase kinase kinase 1,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK221,MAP3K1,STE,STE11,"",N,Known - Literature,Y,STE,STE11,"",Q13233,Y,TRUE,TRUE,STE,STE11,N,N,Map3k1,ENSMUSG00000021754
K0275,MAP3K10,HGNC:6849,mitogen-activated protein kinase kinase kinase 10,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK233,,TKL,MLK,MLK,N,Known - Refseq,Y,TKL,MLK,MLK,Q02779,Y,TRUE,TRUE,TKL,MLK,N,N,Map3k10,ENSMUSG00000040390
K0276,MAP3K11,HGNC:6850,mitogen-activated protein kinase kinase kinase 11,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK356,,TKL,MLK,MLK,N,Known - Refseq,Y,TKL,MLK,MLK,Q16584,Y,TRUE,TRUE,TKL,MLK,N,N,Map3k11,ENSMUSG00000004054
K0277,MAP3K12,HGNC:6851,mitogen-activated protein kinase kinase kinase 12,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK110,,TKL,MLK,LZK,N,Known - Refseq,Y,TKL,MLK,LZK,Q12852,Y,TRUE,TRUE,TKL,MLK,N,N,Map3k12,ENSMUSG00000023050
K0278,MAP3K13,HGNC:6852,mitogen-activated protein kinase kinase kinase 13,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK398,,TKL,MLK,LZK,N,Known - Refseq,Y,TKL,MLK,LZK,O43283,Y,TRUE,TRUE,TKL,MLK,N,N,Map3k13,ENSMUSG00000033618
K0279,MAP3K14,HGNC:6853,mitogen-activated protein kinase kinase kinase 14,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK253,,STE,STE-Unique,"",N,Known - Refseq,Y,STE,STE-Unique,"",Q99558,Y,TRUE,TRUE,STE,STE-Unique,N,N,Map3k14,ENSMUSG00000020941
K0280,MAP3K15,HGNC:31689,mitogen-activated protein kinase kinase kinase 15,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK681,,STE,STE11,"",N,Novel,Y,STE,STE11,"",Q6ZN16,Y,TRUE,TRUE,STE,STE11,N,N,Map3k15,ENSMUSG00000031303
K0281,MAP3K19,HGNC:26249,mitogen-activated protein kinase kinase kinase 19,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK573,,STE,STE11,"",N,Novel,Y,STE,STE11,"",Q56UN5,Y,TRUE,TRUE,STE,STE11,N,N,Map3k19,ENSMUSG00000051590
K0282,MAP3K2,HGNC:6854,mitogen-activated protein kinase kinase kinase 2,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK222,MAP3K2,STE,STE11,"",N,Known - Refseq,Y,STE,STE11,"",Q9Y2U5,Y,TRUE,TRUE,STE,STE11,N,N,Map3k2,ENSMUSG00000024383
K0283,MAP3K20,HGNC:17797,mitogen-activated protein kinase kinase kinase 20,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Mitogen-activated protein kinase kinase kinases,Mitogen-activated protein kinase kinase kinases,N,N,Map3k20,ENSMUSG00000004085
K0284,MAP3K21,HGNC:29798,mitogen-activated protein kinase kinase kinase 21,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Mitogen-activated protein kinase kinase kinases,Mitogen-activated protein kinase kinase kinases,N,N,Map3k21,ENSMUSG00000031853
K0285,MAP3K3,HGNC:6855,mitogen-activated protein kinase kinase kinase 3,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK223,MAP3K3,STE,STE11,"",N,Known - Refseq,Y,STE,STE11,"",Q99759,Y,TRUE,TRUE,STE,STE11,N,N,Map3k3,ENSMUSG00000020700
K0286,MAP3K4,HGNC:6856,mitogen-activated protein kinase kinase kinase 4,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK224,MAP3K4,STE,STE11,"",N,Known - Refseq,Y,STE,STE11,"",Q9Y6R4,Y,TRUE,TRUE,STE,STE11,N,N,Map3k4,ENSMUSG00000014426
K0287,MAP3K5,HGNC:6857,mitogen-activated protein kinase kinase kinase 5,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK225,MAP3K5,STE,STE11,"",N,Known - Refseq,Y,STE,STE11,"",Q99683,Y,TRUE,TRUE,STE,STE11,N,Y,Map3k5,ENSMUSG00000071369
K0288,MAP3K6,HGNC:6858,mitogen-activated protein kinase kinase kinase 6,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK503,MAP3K6,STE,STE11,"",N,Known - Refseq,Y,STE,STE11,"",O95382,Y,TRUE,TRUE,STE,STE11,N,N,Map3k6,ENSMUSG00000028862
K0289,MAP3K7,HGNC:6859,mitogen-activated protein kinase kinase kinase 7,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK681,MAP3K7,STE,STE11,"",N,Novel,Y,TKL,MLK,TAK1,O43318,Y,FALSE,FALSE,STE,STE11,N,Y,Map3k7,ENSMUSG00000028284
K0290,MAP3K8,HGNC:6860,mitogen-activated protein kinase kinase kinase 8,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK573,MAP3K8,STE,STE11,"",N,Novel,Y,STE,STE-Unique,"",P41279,Y,TRUE,FALSE,STE,STE11,N,N,Map3k8,ENSMUSG00000024235
K0291,MAP3K9,HGNC:6861,mitogen-activated protein kinase kinase kinase 9,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK232,,TKL,MLK,MLK,N,Known - Refseq,Y,TKL,MLK,MLK,P80192,Y,TRUE,TRUE,TKL,MLK,N,N,Map3k9,ENSMUSG00000042724
K0292,MAP4K1,HGNC:6863,mitogen-activated protein kinase kinase kinase kinase 1,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinase kinases,655,Approved,gene with protein product,SK170,,STE,STE20,KHS,N,Known - Refseq,Y,STE,STE20,KHS,Q92918,Y,TRUE,TRUE,STE,STE20,N,N,Map4k1,ENSMUSG00000037337
K0293,MAP4K2,HGNC:6864,mitogen-activated protein kinase kinase kinase kinase 2,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinase kinases,655,Approved,gene with protein product,SK048,,STE,STE20,KHS,N,Known - Refseq,Y,STE,STE20,KHS,Q12851,Y,TRUE,TRUE,STE,STE20,N,N,Map4k2,ENSMUSG00000024948
K0294,MAP4K3,HGNC:6865,mitogen-activated protein kinase kinase kinase kinase 3,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinase kinases,655,Approved,gene with protein product,SK427,,STE,STE20,KHS,N,Known - Refseq,Y,STE,STE20,KHS,Q8IVH8,Y,TRUE,TRUE,STE,STE20,N,N,Map4k3,ENSMUSG00000024242
K0295,MAP4K4,HGNC:6866,mitogen-activated protein kinase kinase kinase kinase 4,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinase kinases,655,Approved,gene with protein product,SK437,,STE,STE20,MSN,N,Known - Refseq,Y,STE,STE20,MSN,O95819,Y,TRUE,TRUE,STE,STE20,N,N,Map4k4,ENSMUSG00000026074
K0296,MAP4K5,HGNC:6867,mitogen-activated protein kinase kinase kinase kinase 5,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinase kinases,655,Approved,gene with protein product,SK191,,STE,STE20,KHS,N,Known - Refseq,Y,STE,STE20,KHS,Q9Y4K4,Y,TRUE,TRUE,STE,STE20,N,N,Map4k5,ENSMUSG00000034761
K0297,MAPK1,HGNC:6871,mitogen-activated protein kinase 1,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK135,,CMGC,MAPK,ERK,N,Known - Literature,Y,CMGC,MAPK,ERK1,P28482,Y,TRUE,TRUE,CMGC,MAPK,Y,Y,Mapk1,ENSMUSG00000063358
K0298,MAPK10,HGNC:6872,mitogen-activated protein kinase 10,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK190,,CMGC,MAPK,JNK,N,Known - Literature,Y,CMGC,MAPK,JNK,P53779,Y,TRUE,TRUE,CMGC,MAPK,Y,Y,Mapk10,ENSMUSG00000046709
K0299,MAPK11,HGNC:6873,mitogen-activated protein kinase 11,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK342,,CMGC,MAPK,p38,N,Known - Literature,Y,CMGC,MAPK,p38,Q15759,Y,TRUE,TRUE,CMGC,MAPK,N,Y,Mapk11,ENSMUSG00000053137
K0300,MAPK12,HGNC:6874,mitogen-activated protein kinase 12,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK343,,CMGC,MAPK,p38,N,Known - Literature,Y,CMGC,MAPK,p38,P53778,Y,TRUE,TRUE,CMGC,MAPK,N,Y,Mapk12,ENSMUSG00000022610
K0301,MAPK13,HGNC:6875,mitogen-activated protein kinase 13,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK344,,CMGC,MAPK,p38,N,Known - Literature,Y,CMGC,MAPK,p38,O15264,Y,TRUE,TRUE,CMGC,MAPK,N,Y,Mapk13,ENSMUSG00000004864
K0302,MAPK14,HGNC:6876,mitogen-activated protein kinase 14,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK264,,CMGC,MAPK,p38,N,Known - Literature,Y,CMGC,MAPK,p38,Q16539,Y,TRUE,TRUE,CMGC,MAPK,N,Y,Mapk14,ENSMUSG00000053436
K0303,MAPK15,HGNC:24667,mitogen-activated protein kinase 15,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK465,,CMGC,MAPK,Erk7,N,Known - Literature,Y,CMGC,MAPK,ERK7,Q8TD08,Y,TRUE,TRUE,CMGC,MAPK,N,N,Mapk15,ENSMUSG00000063704
K0304,MAPK3,HGNC:6877,mitogen-activated protein kinase 3,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK134,,CMGC,MAPK,ERK,N,Known - Literature,Y,CMGC,MAPK,ERK1,P27361,Y,TRUE,TRUE,CMGC,MAPK,Y,Y,Mapk3,ENSMUSG00000063065
K0305,MAPK4,HGNC:6878,mitogen-activated protein kinase 4,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK137,,CMGC,MAPK,ERK,N,Known - Literature,Y,CMGC,MAPK,ERK3,P31152,Y,TRUE,TRUE,CMGC,MAPK,N,N,Mapk4,ENSMUSG00000024558
K0306,MAPK6,HGNC:6879,mitogen-activated protein kinase 6,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK136,,CMGC,MAPK,ERK,N,Known - Literature,Y,CMGC,MAPK,ERK3,Q16659,Y,TRUE,TRUE,CMGC,MAPK,N,N,Mapk6,ENSMUSG00000042688
K0307,MAPK7,HGNC:6880,mitogen-activated protein kinase 7,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK408,,CMGC,MAPK,ERK,N,Known - Literature,Y,CMGC,MAPK,ERK5,Q13164,Y,TRUE,TRUE,CMGC,MAPK,N,N,Mapk7,ENSMUSG00000001034
K0308,MAPK8,HGNC:6881,mitogen-activated protein kinase 8,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK188,,CMGC,MAPK,JNK,N,Known - Literature,Y,CMGC,MAPK,JNK,P45983,Y,TRUE,TRUE,CMGC,MAPK,Y,Y,Mapk8,ENSMUSG00000021936
K0309,MAPK9,HGNC:6886,mitogen-activated protein kinase 9,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK189,,CMGC,MAPK,JNK,N,Known - Literature,Y,CMGC,MAPK,JNK,P45984,Y,TRUE,TRUE,CMGC,MAPK,Y,Y,Mapk9,ENSMUSG00000020366
K0310,MAPKAPK2,HGNC:6887,MAPK activated protein kinase 2,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK212,MAPKAPK2,CAMK,MAPKAPK,MAPKAPK,N,Known - Refseq,Y,CAMK,MAPKAPK,MK2,P49137,Y,TRUE,TRUE,CAMK,MAPKAPK,N,N,Mapkapk2,ENSMUSG00000016528
K0311,MAPKAPK3,HGNC:6888,MAPK activated protein kinase 3,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK213,MAPKAPK3,CAMK,MAPKAPK,MAPKAPK,N,Known - Refseq,Y,CAMK,MAPKAPK,MK2,Q16644,Y,TRUE,TRUE,CAMK,MAPKAPK,N,N,Mapkapk3,ENSMUSG00000032577
K0312,MAPKAPK5,HGNC:6889,MAPK activated protein kinase 5,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK214,MAPKAPK5,CAMK,MAPKAPK,MAPKAPK,N,Known - Refseq,Y,CAMK,MAPKAPK,MK5,Q8IW41,Y,TRUE,TRUE,CAMK,MAPKAPK,N,N,Mapkapk5,ENSMUSG00000029454
K0313,MARK1,HGNC:6896,microtubule affinity regulating kinase 1,N,N,N,N,Y,N,N,N,N,Microtubule affinity regulating kinases,2132,Approved,gene with protein product,SK215,MARK1,CAMK,CAMKL,MARK,N,Known - Refseq,Y,CAMK,CAMKL,MARK,Q9P0L2,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Mark1,ENSMUSG00000026620
K0314,MARK2,HGNC:3332,microtubule affinity regulating kinase 2,N,N,N,N,Y,N,N,N,N,Microtubule affinity regulating kinases,2132,Approved,gene with protein product,SK120,MARK2,CAMK,CAMKL,MARK,N,Known - Refseq,Y,CAMK,CAMKL,MARK,Q7KZI7,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Mark2,ENSMUSG00000024969
K0315,MARK3,HGNC:6897,microtubule affinity regulating kinase 3,N,N,N,N,Y,N,N,N,N,Microtubule affinity regulating kinases,2132,Approved,gene with protein product,SK096,MARK3,CAMK,CAMKL,MARK,N,Known - Refseq,Y,CAMK,CAMKL,MARK,P27448,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Mark3,ENSMUSG00000007411
K0316,MARK4,HGNC:13538,microtubule affinity regulating kinase 4,N,N,N,N,Y,N,N,N,N,Microtubule affinity regulating kinases,2132,Approved,gene with protein product,SK515,MARK4,CAMK,CAMKL,MARK,N,Known - Refseq,Y,CAMK,CAMKL,MARK,Q96L34,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Mark4,ENSMUSG00000030397
K0317,MAST1,HGNC:19034,microtubule associated serine/threonine kinase 1,N,N,N,N,Y,N,N,N,N,Microtubule associated serine/threonine kinase family,3486,Approved,gene with protein product,SK345,MAST1,AGC,MAST,"",N,Known - Genbank,Y,AGC,MAST,"",Q9Y2H9,Y,TRUE,TRUE,AGC,MAST,N,N,Mast1,ENSMUSG00000053693
K0318,MAST2,HGNC:19035,microtubule associated serine/threonine kinase 2,N,N,N,N,Y,N,N,N,N,Microtubule associated serine/threonine kinase family,3486,Approved,gene with protein product,SK216,MAST2,AGC,MAST,"",N,Known - Literature,Y,AGC,MAST,"",Q6P0Q8,Y,TRUE,TRUE,AGC,MAST,N,N,Mast2,ENSMUSG00000003810
K0319,MAST3,HGNC:19036,microtubule associated serine/threonine kinase 3,N,N,N,N,Y,N,N,N,N,Microtubule associated serine/threonine kinase family,3486,Approved,gene with protein product,SK196,MAST3,AGC,MAST,"",N,Novel,Y,AGC,MAST,"",O60307,Y,TRUE,TRUE,AGC,MAST,N,N,Mast3,ENSMUSG00000031833
K0320,MAST4,HGNC:19037,microtubule associated serine/threonine kinase family member 4,N,N,N,N,Y,N,N,N,N,Microtubule associated serine/threonine kinase family,3486,Approved,gene with protein product,SK701,MAST4,AGC,MAST,"",N,Novel,Y,AGC,MAST,"",O15021,Y,TRUE,TRUE,AGC,MAST,N,N,Mast4,ENSMUSG00000034751
K0321,MASTL,HGNC:19042,microtubule associated serine/threonine kinase like,N,N,N,N,Y,N,N,N,N,Microtubule associated serine/threonine kinase family,3486,Approved,gene with protein product,SK455,MASTL,AGC,MAST,"",N,Novel,Y,AGC,MAST,"",Q96GX5,Y,TRUE,TRUE,AGC,MAST,N,N,Mastl,ENSMUSG00000026779
K0322,MATK,HGNC:6906,megakaryocyte-associated tyrosine kinase,N,N,N,N,Y,N,N,N,N,Csk family tyrosine kinases,1460,Approved,gene with protein product,SK418,,TK,Csk,"",N,Known - Literature,Y,TK,Csk,"",P42679,Y,TRUE,TRUE,TK,Csk,N,N,Matk,ENSMUSG00000004933
K0323,MELK,HGNC:16870,maternal embryonic leucine zipper kinase,N,N,N,N,Y,N,N,N,N,MELK family kinases,2137,Approved,gene with protein product,SK298,MELK,CAMK,CAMKL,MELK,N,Known - Genbank,Y,CAMK,CAMKL,MELK,Q14680,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Melk,ENSMUSG00000035683
K0324,MERTK,HGNC:7027,"MER proto-oncogene, tyrosine kinase",N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK226,,TK,Axl,"",N,Known - Refseq,Y,TK,Axl,"",Q12866,Y,TRUE,TRUE,TK,Axl,N,N,Mertk,ENSMUSG00000014361
K0325,MET,HGNC:7029,"MET proto-oncogene, receptor tyrosine kinase",N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK227,MET,TK,Met,"",N,Known - Literature,Y,TK,Met,"",P08581,Y,TRUE,TRUE,TK,Met,Y,N,Met,ENSMUSG00000009376
K0326,MKNK1,HGNC:7110,MAPK interacting serine/threonine kinase 1,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK235,,CAMK,MAPKAPK,MNK,N,Known - Refseq,Y,CAMK,MAPKAPK,MNK,Q9BUB5,Y,TRUE,TRUE,CAMK,MAPKAPK,N,N,Mknk1,ENSMUSG00000028708
K0327,MKNK2,HGNC:7111,MAPK interacting serine/threonine kinase 2,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK236,,CAMK,MAPKAPK,MNK,N,Known - Refseq,Y,CAMK,MAPKAPK,MNK,Q9HBH9,Y,TRUE,TRUE,CAMK,MAPKAPK,N,N,Mknk2,ENSMUSG00000020190
K0328,MNAT1,HGNC:7181,MNAT1 component of CDK activating kinase,N,N,N,N,Y,N,N,N,N,CDK activating kinase complex,1744,Approved,gene with protein product,,,,,,,,N,,,,,N,,,CDK activating kinase complex,CDK activating kinase complex,N,N,Mnat1,ENSMUSG00000021103
K0329,MOB1A,HGNC:16015,MOB kinase activator 1A,N,Y,N,N,N,N,N,N,N,MOB kinase activators,647,Approved,gene with protein product,,,,,,,,N,,,,,N,,,MOB kinase activators,MOB kinase activators,N,N,Mob1a,ENSMUSG00000043131
K0330,MOB1B,HGNC:29801,MOB kinase activator 1B,N,Y,N,N,N,N,N,N,N,MOB kinase activators,647,Approved,gene with protein product,,,,,,,,N,,,,,N,,,MOB kinase activators,MOB kinase activators,N,N,Mob1b,ENSMUSG00000006262
K0331,MOB2,HGNC:24904,MOB kinase activator 2,N,Y,N,N,N,N,N,N,N,MOB kinase activators,647,Approved,gene with protein product,,,,,,,,N,,,,,N,,,MOB kinase activators,MOB kinase activators,N,N,Mob2,ENSMUSG00000025147
K0332,MOB3A,HGNC:29802,MOB kinase activator 3A,N,Y,N,N,N,N,N,N,N,MOB kinase activators,647,Approved,gene with protein product,,,,,,,,N,,,,,N,,,MOB kinase activators,MOB kinase activators,N,N,Mob3a,ENSMUSG00000003348
K0333,MOB3B,HGNC:23825,MOB kinase activator 3B,N,Y,N,N,N,N,N,N,N,MOB kinase activators,647,Approved,gene with protein product,,,,,,,,N,,,,,N,,,MOB kinase activators,MOB kinase activators,N,N,Mob3b,ENSMUSG00000073910
K0334,MOB3C,HGNC:29800,MOB kinase activator 3C,N,Y,N,N,N,N,N,N,N,MOB kinase activators,647,Approved,gene with protein product,,,,,,,,N,,,,,N,,,MOB kinase activators,MOB kinase activators,N,N,Mob3c,ENSMUSG00000028709
K0335,MOB4,HGNC:17261,"MOB family member 4, phocein",N,Y,N,N,N,N,N,N,N,MOB kinase activators,647,Approved,gene with protein product,,,,,,,,N,,,,,N,,,MOB kinase activators,MOB kinase activators,N,N,Mob4,ENSMUSG00000025979
K0336,MOK,HGNC:9833,MOK protein kinase,N,N,N,N,Y,N,N,N,N,"CILK1, MAK, MOK protein kinase family",3482,Approved,gene with protein product,SK505,MOK,CMGC,RCK,"",N,Known - Literature,Y,CMGC,RCK,"",Q9UQ07,Y,TRUE,TRUE,CMGC,RCK,N,N,Mok,ENSMUSG00000056458
K0337,MPP1,HGNC:7219,MAGUK p55 scaffold protein 1,N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Mpp1,ENSMUSG00000031402
