ensembl_gene_id,external_gene_name,description,hgnc_symbol,hgnc_id,go_id
ENSG00000177189,RPS6KA3,ribosomal protein S6 kinase A3,RPS6KA3,10432,GO:0000166;GO:0000287;GO:0001501;GO:0002224;GO:0004672;GO:0004674;GO:0004711;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0006468;GO:0007165;GO:0007268;GO:0007417;GO:0016301;GO:0016740;GO:0019901;GO:0030307;GO:0032496;GO:0035556;GO:0038202;GO:0043066;GO:0043555;GO:0045202;GO:0045597;GO:0045944;GO:0046872;GO:0106310
ENSG00000162302,RPS6KA4,ribosomal protein S6 kinase A4,RPS6KA4,10433,GO:0000166;GO:0000287;GO:0001818;GO:0004672;GO:0004674;GO:0004711;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006338;GO:0006355;GO:0006468;GO:0006954;GO:0016301;GO:0016740;GO:0032793;GO:0035175;GO:0035556;GO:0038202;GO:0043687;GO:0044022;GO:0045202;GO:0045944;GO:0046872;GO:0051092;GO:0070498;GO:0106310
ENSG00000100784,RPS6KA5,ribosomal protein S6 kinase A5,RPS6KA5,10434,GO:0000166;GO:0000287;GO:0001818;GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006338;GO:0006355;GO:0006468;GO:0006954;GO:0007411;GO:0016301;GO:0016740;GO:0032793;GO:0035175;GO:0035556;GO:0038202;GO:0043687;GO:0044022;GO:0044024;GO:0045892;GO:0045944;GO:0046872;GO:0051092;GO:0070498;GO:0099175;GO:0106310
ENSG00000072133,RPS6KA6,ribosomal protein S6 kinase A6,RPS6KA6,10435,GO:0000166;GO:0000287;GO:0001650;GO:0004672;GO:0004674;GO:0004711;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005739;GO:0005829;GO:0006468;GO:0007165;GO:0007417;GO:0016301;GO:0016740;GO:0030330;GO:0035556;GO:0038202;GO:0045992;GO:0046872;GO:0070373;GO:0106310;GO:2000381
ENSG00000108443,RPS6KB1,ribosomal protein S6 kinase B1,RPS6KB1,10436,GO:0000045;GO:0000082;GO:0000166;GO:0001662;GO:0002181;GO:0004672;GO:0004674;GO:0004712;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005741;GO:0005829;GO:0006417;GO:0006468;GO:0006511;GO:0006915;GO:0007165;GO:0007281;GO:0008286;GO:0010507;GO:0010508;GO:0016020;GO:0016301;GO:0016740;GO:0018105;GO:0031146;GO:0031667;GO:0031669;GO:0031670;GO:0031929;GO:0032869;GO:0038202;GO:0038203;GO:0043005;GO:0043066;GO:0043491;GO:0044539;GO:0045202;GO:0045727;GO:0045931;GO:0045948;GO:0046627;GO:0048015;GO:0050804;GO:0051897;GO:0071346;GO:0071363;GO:0071549;GO:0098978;GO:0106310;GO:1903940;GO:1904262;GO:1904263;GO:2001237
ENSG00000175634,RPS6KB2,ribosomal protein S6 kinase B2,RPS6KB2,10437,GO:0000166;GO:0002181;GO:0004672;GO:0004674;GO:0004711;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006412;GO:0006468;GO:0007165;GO:0016301;GO:0016740;GO:0031929;GO:0038202;GO:0042277;GO:0045948;GO:0046627;GO:0106310
ENSG00000136643,RPS6KC1,ribosomal protein S6 kinase C1,RPS6KC1,10439,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005764;GO:0005768;GO:0005769;GO:0006468;GO:0007165;GO:0008289;GO:0016020;GO:0016301;GO:0016740;GO:0035091;GO:0043226;GO:0106310
ENSG00000198208,RPS6KL1,ribosomal protein S6 kinase like 1,RPS6KL1,20222,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005840;GO:0006468;GO:0016301;GO:0016740;GO:0106310;GO:1990904
ENSG00000167524,RSKR,ribosomal protein S6 kinase related,RSKR,26314,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSG00000163785,RYK,receptor like tyrosine kinase,RYK,10481,GO:0000166;GO:0004672;GO:0004713;GO:0004888;GO:0005109;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005886;GO:0006468;GO:0007165;GO:0007169;GO:0007409;GO:0007411;GO:0007416;GO:0010976;GO:0015026;GO:0016020;GO:0016055;GO:0016301;GO:0016740;GO:0017147;GO:0022008;GO:0022038;GO:0030182;GO:0031175;GO:0035567;GO:0036518;GO:0042813;GO:0043235;GO:0043410;GO:0048705;GO:0048787;GO:0048843;GO:0048846;GO:0050919;GO:0051897;GO:0060070;GO:0060071;GO:0071679;GO:0098839;GO:0098978;GO:1904935;GO:1904948
ENSG00000188322,SBK1,SH3 domain binding kinase 1,SBK1,17699,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSG00000187550,SBK2,SH3 domain binding kinase family member 2,SBK2,34416,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004708;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSG00000231274,SBK3,SH3 domain binding kinase family member 3,SBK3,44121,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSG00000142186,SCYL1,SCY1 like pseudokinase 1,SCYL1,14372,GO:0003677;GO:0004672;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005793;GO:0005794;GO:0005801;GO:0005813;GO:0005829;GO:0005856;GO:0006468;GO:0006890;GO:0006954;GO:0008104;GO:0016020;GO:0016192;GO:0021522;GO:0030126;GO:0045296;GO:0048666
ENSG00000136021,SCYL2,SCY1 like pseudokinase 2,SCYL2,19286,GO:0004672;GO:0005102;GO:0005515;GO:0005524;GO:0005768;GO:0005794;GO:0006468;GO:0007420;GO:0008333;GO:0010008;GO:0016020;GO:0021860;GO:0030136;GO:0031410;GO:0031623;GO:0072583;GO:0090090
ENSG00000000457,SCYL3,SCY1 like pseudokinase 3,SCYL3,19285,GO:0000139;GO:0004672;GO:0005515;GO:0005524;GO:0005737;GO:0005783;GO:0005794;GO:0005829;GO:0006468;GO:0006954;GO:0008104;GO:0016477;GO:0021522;GO:0030027;GO:0042802;GO:0042995;GO:0048666
ENSG00000086475,SEPHS1,selenophosphate synthetase 1,SEPHS1,19685,GO:0000166;GO:0004756;GO:0005515;GO:0005524;GO:0005525;GO:0005634;GO:0005737;GO:0005886;GO:0016020;GO:0016260;GO:0016301;GO:0016740;GO:0031965;GO:0036211;GO:0042802;GO:0042803;GO:0046872;GO:0046982
ENSG00000179918,SEPHS2,selenophosphate synthetase 2,SEPHS2,19686,GO:0000166;GO:0001887;GO:0004756;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0016259;GO:0016260;GO:0016301;GO:0016740;GO:0046872
ENSG00000118515,SGK1,serum/glucocorticoid regulated kinase 1,SGK1,10810,GO:0000166;GO:0001558;GO:0004672;GO:0004674;GO:0004712;GO:0005246;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005783;GO:0005789;GO:0005829;GO:0005886;GO:0006468;GO:0006814;GO:0006915;GO:0006974;GO:0007616;GO:0008217;GO:0015459;GO:0016020;GO:0016301;GO:0016607;GO:0016740;GO:0017080;GO:0017081;GO:0030334;GO:0032411;GO:0035091;GO:0035556;GO:0042127;GO:0042981;GO:0048812;GO:0050790;GO:0051090;GO:0060453;GO:0070294;GO:0106310;GO:1901796;GO:1904045
ENSG00000101049,SGK2,serum/glucocorticoid regulated kinase 2,SGK2,13900,GO:0000166;GO:0001558;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0006979;GO:0015459;GO:0016301;GO:0016740;GO:0017080;GO:0032411;GO:0035556;GO:0042127;GO:0106310
ENSG00000104205,SGK3,serum/glucocorticoid regulated kinase family member 3,SGK3,10812,GO:0000166;GO:0001558;GO:0004672;GO:0004674;GO:0005246;GO:0005515;GO:0005524;GO:0005737;GO:0005768;GO:0005769;GO:0005829;GO:0006468;GO:0015459;GO:0016301;GO:0016740;GO:0017080;GO:0017081;GO:0030334;GO:0031410;GO:0035091;GO:0035556;GO:0042127;GO:0051090;GO:0055037;GO:0106310;GO:2001240
ENSG00000198964,SGMS1,sphingomyelin synthase 1,SGMS1,29799,GO:0000138;GO:0000139;GO:0002950;GO:0005515;GO:0005634;GO:0005783;GO:0005789;GO:0005794;GO:0005886;GO:0006629;GO:0006665;GO:0006686;GO:0006915;GO:0016020;GO:0016301;GO:0016740;GO:0016780;GO:0030148;GO:0033188;GO:0046513;GO:0047493;GO:2001242
ENSG00000164023,SGMS2,sphingomyelin synthase 2,SGMS2,28395,GO:0000139;GO:0002950;GO:0005515;GO:0005654;GO:0005789;GO:0005794;GO:0005886;GO:0006629;GO:0006665;GO:0006686;GO:0016020;GO:0016301;GO:0016740;GO:0016780;GO:0030148;GO:0030500;GO:0033188;GO:0046513;GO:0047493;GO:1905373
ENSG00000147010,SH3KBP1,SH3 domain containing kinase binding protein 1,SH3KBP1,13867,GO:0005515;GO:0005737;GO:0005829;GO:0005856;GO:0005886;GO:0005911;GO:0005925;GO:0006897;GO:0006915;GO:0007010;GO:0007015;GO:0007267;GO:0008360;GO:0014069;GO:0016020;GO:0016301;GO:0016477;GO:0017124;GO:0030139;GO:0030659;GO:0031410;GO:0031625;GO:0043005;GO:0045202;GO:0050871;GO:0070161;GO:0098978;GO:0098982
ENSG00000197417,SHPK,sedoheptulokinase,SHPK,1492,GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005975;GO:0006098;GO:0009052;GO:0016301;GO:0016310;GO:0016740;GO:0035963;GO:0043030;GO:0050277;GO:0050727;GO:0071222;GO:0071353
ENSG00000142178,SIK1,salt inducible kinase 1,SIK1,11142,GO:0000122;GO:0000166;GO:0000287;GO:0002028;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0007346;GO:0008140;GO:0010830;GO:0010868;GO:0016301;GO:0016740;GO:0019901;GO:0030154;GO:0032792;GO:0035556;GO:0042826;GO:0043153;GO:0043276;GO:0045595;GO:0045721;GO:0046777;GO:0046872;GO:0048511;GO:0055007;GO:0071889;GO:0106310;GO:2000210
ENSG00000170145,SIK2,salt inducible kinase 2,SIK2,21680,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005783;GO:0005789;GO:0006468;GO:0008610;GO:0016020;GO:0016301;GO:0016740;GO:0035556;GO:0036503;GO:0046626;GO:0046777;GO:0046872;GO:0106310
ENSG00000160584,SIK3,SIK family kinase 3,SIK3,29165,GO:0000166;GO:0000226;GO:0000287;GO:0001958;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0032880;GO:0035108;GO:0035264;GO:0035556;GO:0046872;GO:0048705;GO:0050321;GO:0060351;GO:0106310;GO:1904263;GO:1904515
ENSG00000145604,SKP2,S-phase kinase associated protein 2,SKP2,10901,GO:0000082;GO:0005515;GO:0005634;GO:0005737;GO:0006511;GO:0016301;GO:0019005;GO:0070534;GO:1905168;GO:1990756
ENSG00000065613,SLK,STE20 like kinase,SLK,11088,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006468;GO:0006915;GO:0016301;GO:0016740;GO:0030334;GO:0031122;GO:0031252;GO:0035556;GO:0042802;GO:0042803;GO:0042981;GO:0045296;GO:0046777;GO:0048471;GO:0051893;GO:0070062;GO:0106310
ENSG00000157106,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,SMG1,30045,GO:0000166;GO:0000184;GO:0003723;GO:0004672;GO:0004674;GO:0004697;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006281;GO:0006406;GO:0006974;GO:0016301;GO:0016310;GO:0016740;GO:0018105;GO:0032204;GO:0033391;GO:0042162;GO:0046777;GO:0046854;GO:0046872;GO:0106310
ENSG00000163788,SNRK,SNF related kinase,SNRK,30598,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005819;GO:0006468;GO:0016301;GO:0016740;GO:0030099;GO:0046872;GO:0051301;GO:0106310
ENSG00000072195,SPEG,striated muscle enriched protein kinase,SPEG,16901,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0006468;GO:0007517;GO:0008285;GO:0016301;GO:0016740;GO:0030154;GO:0042692;GO:0106310
ENSG00000286095,SPEGNB,SPEG neighbor,SPEGNB,51251,GO:0004672;GO:0005515
ENSG00000176170,SPHK1,sphingosine kinase 1,SPHK1,11240,GO:0000166;GO:0000287;GO:0001568;GO:0001727;GO:0003376;GO:0003677;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005768;GO:0005829;GO:0005886;GO:0005905;GO:0005929;GO:0006473;GO:0006629;GO:0006670;GO:0006954;GO:0007420;GO:0008283;GO:0008284;GO:0008289;GO:0008481;GO:0010008;GO:0010468;GO:0010800;GO:0010803;GO:0012505;GO:0016020;GO:0016301;GO:0016407;GO:0016740;GO:0017050;GO:0019722;GO:0030100;GO:0030139;GO:0030148;GO:0030307;GO:0030335;GO:0031398;GO:0031410;GO:0031901;GO:0032651;GO:0032740;GO:0034248;GO:0034612;GO:0035556;GO:0035924;GO:0038036;GO:0042981;GO:0043066;GO:0045202;GO:0045766;GO:0045840;GO:0045931;GO:0045987;GO:0046512;GO:0046521;GO:0046890;GO:0048146;GO:0050764;GO:0051049;GO:0051092;GO:0051239;GO:0051721;GO:0070301;GO:0071363;GO:0071897;GO:0090520;GO:0098793;GO:0150077;GO:1900060;GO:1900745;GO:1901224;GO:1903978;GO:1905364
ENSG00000063176,SPHK2,sphingosine kinase 2,SPHK2,18859,GO:0000166;GO:0000786;GO:0001568;GO:0001727;GO:0002720;GO:0003376;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005743;GO:0005764;GO:0005765;GO:0005783;GO:0005829;GO:0006629;GO:0006669;GO:0006670;GO:0007420;GO:0007565;GO:0008283;GO:0008284;GO:0008481;GO:0012505;GO:0016020;GO:0016301;GO:0016740;GO:0017050;GO:0030148;GO:0030308;GO:0031267;GO:0032736;GO:0032755;GO:0032760;GO:0033008;GO:0034248;GO:0035556;GO:0038036;GO:0042393;GO:0042981;GO:0043065;GO:0043122;GO:0043306;GO:0045815;GO:0046512;GO:0046890;GO:0051049;GO:1903426;GO:1904628;GO:1904959;GO:2000304;GO:2001169
ENSG00000291971,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",SRC,11283,GO:0000122;GO:0000166;GO:0002223;GO:0002283;GO:0002376;GO:0002862;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005178;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005743;GO:0005764;GO:0005770;GO:0005829;GO:0005856;GO:0005886;GO:0005901;GO:0005911;GO:0005925;GO:0006468;GO:0007155;GO:0007165;GO:0007172;GO:0007173;GO:0007179;GO:0007229;GO:0010632;GO:0010634;GO:0016004;GO:0016020;GO:0016236;GO:0016301;GO:0016579;GO:0016740;GO:0018108;GO:0019899;GO:0020037;GO:0022407;GO:0030054;GO:0030154;GO:0030168;GO:0030296;GO:0030546;GO:0031295;GO:0031333;GO:0031669;GO:0032205;GO:0033625;GO:0034138;GO:0034139;GO:0034614;GO:0035255;GO:0035306;GO:0035331;GO:0035556;GO:0038096;GO:0038128;GO:0038166;GO:0038202;GO:0042169;GO:0042311;GO:0043066;GO:0043114;GO:0043149;GO:0043161;GO:0043274;GO:0044325;GO:0045121;GO:0045124;GO:0045296;GO:0045453;GO:0045747;GO:0046718;GO:0046777;GO:0046875;GO:0048010;GO:0048013;GO:0048041;GO:0048471;GO:0050847;GO:0050900;GO:0051057;GO:0051117;GO:0051219;GO:0051895;GO:0051897;GO:0051902;GO:0060576;GO:0070062;GO:0070102;GO:0070161;GO:0070555;GO:0070700;GO:0071375;GO:0071393;GO:0071902;GO:0086091;GO:0097110;GO:1902564;GO:1904262;GO:1904263;GO:2000394;GO:2000641;GO:2000811;GO:2001237;GO:2001243;GO:2001286
ENSG00000197122,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",SRC,11283,GO:0000122;GO:0000166;GO:0002102;GO:0002223;GO:0002283;GO:0002376;GO:0002862;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005178;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005743;GO:0005764;GO:0005770;GO:0005829;GO:0005856;GO:0005884;GO:0005886;GO:0005901;GO:0005911;GO:0005925;GO:0006468;GO:0007155;GO:0007165;GO:0007172;GO:0007173;GO:0007179;GO:0007229;GO:0010632;GO:0010634;GO:0010954;GO:0016004;GO:0016020;GO:0016236;GO:0016301;GO:0016477;GO:0016579;GO:0016740;GO:0018108;GO:0019899;GO:0019904;GO:0020037;GO:0022407;GO:0030054;GO:0030154;GO:0030168;GO:0030296;GO:0030546;GO:0030900;GO:0031295;GO:0031333;GO:0031648;GO:0031669;GO:0032205;GO:0032587;GO:0033146;GO:0033625;GO:0034138;GO:0034139;GO:0034446;GO:0034614;GO:0035255;GO:0035306;GO:0035331;GO:0035556;GO:0036035;GO:0036120;GO:0038096;GO:0038128;GO:0038166;GO:0038202;GO:0042169;GO:0042311;GO:0042476;GO:0043066;GO:0043114;GO:0043149;GO:0043161;GO:0043274;GO:0044325;GO:0045121;GO:0045124;GO:0045296;GO:0045453;GO:0045747;GO:0045821;GO:0046718;GO:0046777;GO:0046875;GO:0048010;GO:0048013;GO:0048041;GO:0048471;GO:0048477;GO:0050847;GO:0050900;GO:0051057;GO:0051117;GO:0051219;GO:0051895;GO:0051897;GO:0051902;GO:0060065;GO:0060444;GO:0060491;GO:0060576;GO:0061621;GO:0070062;GO:0070102;GO:0070161;GO:0070301;GO:0070374;GO:0070555;GO:0070700;GO:0071253;GO:0071375;GO:0071393;GO:0071498;GO:0071560;GO:0071803;GO:0071902;GO:0086091;GO:0090263;GO:0097110;GO:1900182;GO:1902564;GO:1904262;GO:1904263;GO:2000394;GO:2000588;GO:2000641;GO:2000811;GO:2001237;GO:2001243;GO:2001286
ENSG00000125508,SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,SRMS,11298,GO:0000166;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0007169;GO:0009968;GO:0016301;GO:0016579;GO:0016740;GO:0018108;GO:0030154;GO:0031669;GO:0038083;GO:0038202;GO:0043161;GO:1904262;GO:1904263
ENSG00000096063,SRPK1,SRSF protein kinase 1,SRPK1,11305,GO:0000166;GO:0000245;GO:0000287;GO:0000785;GO:0003723;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0005783;GO:0005829;GO:0005886;GO:0006397;GO:0006468;GO:0007059;GO:0008380;GO:0016301;GO:0016363;GO:0016607;GO:0016740;GO:0030154;GO:0035092;GO:0035556;GO:0045070;GO:0045071;GO:0045087;GO:0048024;GO:0050684;GO:0106310
ENSG00000135250,SRPK2,SRSF protein kinase 2,SRPK2,11306,GO:0000166;GO:0000245;GO:0000287;GO:0000785;GO:0001525;GO:0003723;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005730;GO:0005737;GO:0005829;GO:0006397;GO:0006468;GO:0008284;GO:0008380;GO:0010468;GO:0010628;GO:0016301;GO:0016607;GO:0016740;GO:0018105;GO:0030154;GO:0035063;GO:0035556;GO:0043491;GO:0043525;GO:0045070;GO:0045071;GO:0045087;GO:0045787;GO:0048024;GO:0050684;GO:0062176;GO:0071889;GO:0098793;GO:0106310
ENSG00000184343,SRPK3,SRSF protein kinase 3,SRPK3,11402,GO:0000166;GO:0000245;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0007517;GO:0007519;GO:0016301;GO:0016740;GO:0030154;GO:0035556;GO:0050684;GO:0060537;GO:0106310
ENSG00000072786,STK10,serine/threonine kinase 10,STK10,11388,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005654;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016604;GO:0016740;GO:0035556;GO:0035579;GO:0042802;GO:0042803;GO:0046777;GO:0070062;GO:0071593;GO:0106310;GO:2000401
ENSG00000118046,STK11,serine/threonine kinase 11,STK11,11389,GO:0000166;GO:0000287;GO:0001558;GO:0001894;GO:0001944;GO:0002039;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005813;GO:0005829;GO:0005929;GO:0006468;GO:0006470;GO:0006914;GO:0006915;GO:0006974;GO:0007165;GO:0007283;GO:0007409;GO:0008285;GO:0010212;GO:0010508;GO:0016020;GO:0016301;GO:0016740;GO:0018107;GO:0030010;GO:0030111;GO:0030154;GO:0030275;GO:0030295;GO:0030308;GO:0030511;GO:0032147;GO:0034504;GO:0042593;GO:0043276;GO:0045059;GO:0046777;GO:0046872;GO:0048814;GO:0050772;GO:0050852;GO:0051645;GO:0051726;GO:0051896;GO:0060767;GO:0060770;GO:0070062;GO:0070314;GO:0071493;GO:0072332;GO:0090090;GO:0097484;GO:0106310;GO:0120163;GO:0140535;GO:1900182;GO:1901610;GO:1901796;GO:1902554;GO:1904262
ENSG00000115661,STK16,serine/threonine kinase 16,STK16,11394,GO:0000166;GO:0000978;GO:0004672;GO:0004674;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005654;GO:0005737;GO:0005794;GO:0005798;GO:0005829;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016604;GO:0016740;GO:0045944;GO:0046777;GO:0048471;GO:0071560;GO:0106310
ENSG00000164543,STK17A,serine/threonine kinase 17a,STK17A,11395,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005886;GO:0006468;GO:0006915;GO:0016301;GO:0016607;GO:0016740;GO:0035556;GO:0043065;GO:0106310;GO:2000271;GO:2000377
ENSG00000081320,STK17B,serine/threonine kinase 17b,STK17B,11396,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005793;GO:0005886;GO:0006468;GO:0006915;GO:0012501;GO:0015629;GO:0016020;GO:0016301;GO:0016740;GO:0035556;GO:0043065;GO:0046777;GO:0090543;GO:0106310;GO:2000271
ENSG00000102572,STK24,serine/threonine kinase 24,STK24,11403,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005794;GO:0005829;GO:0006468;GO:0006915;GO:0007165;GO:0008631;GO:0009267;GO:0016020;GO:0016301;GO:0016740;GO:0030336;GO:0034599;GO:0035556;GO:0045296;GO:0046777;GO:0046872;GO:0048679;GO:0070062;GO:0090443;GO:0097194;GO:0106310
ENSG00000115694,STK25,serine/threonine kinase 25,STK25,11404,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005794;GO:0006468;GO:0006979;GO:0007163;GO:0007165;GO:0007409;GO:0016301;GO:0016740;GO:0032874;GO:0034599;GO:0035556;GO:0036481;GO:0042803;GO:0046777;GO:0046872;GO:0050772;GO:0051645;GO:0051683;GO:0070062;GO:0090168;GO:0090443;GO:0106310
ENSG00000134602,STK26,serine/threonine kinase 26,STK26,18174,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005794;GO:0005798;GO:0005829;GO:0006468;GO:0006915;GO:0009267;GO:0012506;GO:0016020;GO:0016301;GO:0016324;GO:0016740;GO:0030336;GO:0034599;GO:0035556;GO:0042802;GO:0042803;GO:0042981;GO:0046777;GO:0046872;GO:0048471;GO:0070062;GO:0071944;GO:0090443;GO:0106310;GO:1903698
ENSG00000104375,STK3,serine/threonine kinase 3,STK3,11406,GO:0000166;GO:0000287;GO:0001841;GO:0003157;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0006468;GO:0006606;GO:0006915;GO:0007165;GO:0007254;GO:0007417;GO:0008283;GO:0008285;GO:0008625;GO:0010468;GO:0016301;GO:0016740;GO:0032991;GO:0035265;GO:0035329;GO:0035332;GO:0035556;GO:0042802;GO:0043065;GO:0043408;GO:0043491;GO:0043539;GO:0045600;GO:0046330;GO:0046621;GO:0046872;GO:0050673;GO:0050680;GO:0050821;GO:0051262;GO:0051299;GO:0051897;GO:0060070;GO:0060215;GO:0060706;GO:0060800;GO:0071539;GO:0090090;GO:0097284;GO:0106310;GO:0140537;GO:1902043
ENSG00000196335,STK31,serine/threonine kinase 31,STK31,11407,GO:0000166;GO:0001669;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSG00000169302,STK32A,serine/threonine kinase 32A,STK32A,28317,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0106310
ENSG00000152953,STK32B,serine/threonine kinase 32B,STK32B,14217,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0106310
ENSG00000165752,STK32C,serine/threonine kinase 32C,STK32C,21332,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0106310
ENSG00000130413,STK33,serine/threonine kinase 33,STK33,14568,GO:0000166;GO:0002177;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005856;GO:0006468;GO:0007283;GO:0016301;GO:0016740;GO:0030154;GO:0044773;GO:0046777;GO:0048471;GO:0106310;GO:1905198
ENSG00000125834,STK35,serine/threonine kinase 35,STK35,16254,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0006468;GO:0010972;GO:0016301;GO:0016604;GO:0016740;GO:0106310;GO:0110031
ENSG00000163482,STK36,serine/threonine kinase 36,STK36,17209,GO:0000166;GO:0001222;GO:0003351;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005829;GO:0005856;GO:0006468;GO:0007017;GO:0007224;GO:0007420;GO:0009791;GO:0016301;GO:0016740;GO:0030030;GO:0035082;GO:0042995;GO:0045880;GO:0046872;GO:0051090;GO:0060271;GO:0106310
ENSG00000112079,STK38,serine/threonine kinase 38,STK38,17847,GO:0000077;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005694;GO:0005737;GO:0005829;GO:0006325;GO:0006468;GO:0006974;GO:0009892;GO:0016301;GO:0016740;GO:0031435;GO:0035556;GO:0035861;GO:0036211;GO:0043407;GO:0045296;GO:0046872;GO:0098978;GO:0099173;GO:0106310;GO:0140035;GO:0140566;GO:0141185
