ensembl_gene_id,external_gene_name,description,mgi_id,go_id
ENSMUSG00000038751,Ptk6,PTK6 protein tyrosine kinase 6,99683,GO:0000166;GO:0001726;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0007169;GO:0007260;GO:0010976;GO:0016020;GO:0016301;GO:0016477;GO:0016604;GO:0016740;GO:0030154;GO:0042802;GO:0042995;GO:0045926;GO:0046777;GO:0060575;GO:0071300
ENSMUSG00000023972,Ptk7,PTK7 protein tyrosine kinase 7,1918711,GO:0001736;GO:0001822;GO:0001843;GO:0003281;GO:0003401;GO:0004672;GO:0005524;GO:0005829;GO:0005886;GO:0005911;GO:0006468;GO:0007155;GO:0007507;GO:0010976;GO:0016020;GO:0016055;GO:0016477;GO:0030036;GO:0042060;GO:0045198;GO:0060026;GO:0060484;GO:0060976;GO:0070161;GO:0071300;GO:0090103;GO:0090263
ENSMUSG00000033885,Pxk,PX domain containing serine/threonine kinase,1289230,GO:0003779;GO:0004672;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0006954;GO:0016020;GO:0032780;GO:0032991;GO:0034451;GO:0035091;GO:0043271;GO:0050804
ENSMUSG00000000441,Raf1,v-raf-leukemia viral oncogene 1,97847,GO:0000165;GO:0000166;GO:0001678;GO:0004672;GO:0004674;GO:0004709;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005794;GO:0005829;GO:0005886;GO:0006468;GO:0007165;GO:0008270;GO:0008285;GO:0008286;GO:0008625;GO:0010856;GO:0014044;GO:0016020;GO:0016301;GO:0016740;GO:0019899;GO:0030154;GO:0030878;GO:0031143;GO:0031267;GO:0031333;GO:0035019;GO:0035556;GO:0035773;GO:0035994;GO:0038133;GO:0042552;GO:0042802;GO:0043066;GO:0043410;GO:0044342;GO:0045104;GO:0045944;GO:0046872;GO:0048009;GO:0048011;GO:0048538;GO:0060324;GO:0071550;GO:0106310;GO:1902042
ENSMUSG00000027339,Rassf2,Ras association (RalGDS/AF-6) domain family member 2,2442060,GO:0000775;GO:0000776;GO:0001501;GO:0001503;GO:0004672;GO:0005515;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0005794;GO:0005829;GO:0005886;GO:0007165;GO:0007173;GO:0007249;GO:0032991;GO:0043065;GO:0045667;GO:0045670;GO:0046330;GO:0046849;GO:0048872;GO:0050821;GO:1901222;GO:1901223
ENSMUSG00000029136,Rbks,ribokinase,1918586,GO:0000166;GO:0004747;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006014;GO:0006098;GO:0016301;GO:0016740;GO:0019303;GO:0042802;GO:0046835;GO:0046872
ENSMUSG00000030110,Ret,ret proto-oncogene,97902,GO:0000165;GO:0000166;GO:0001657;GO:0001755;GO:0001838;GO:0004672;GO:0004713;GO:0004714;GO:0005509;GO:0005515;GO:0005524;GO:0005768;GO:0005769;GO:0005886;GO:0006468;GO:0007155;GO:0007156;GO:0007158;GO:0007169;GO:0007399;GO:0009410;GO:0009653;GO:0010008;GO:0010628;GO:0010976;GO:0014042;GO:0016020;GO:0016301;GO:0016740;GO:0030155;GO:0030182;GO:0030335;GO:0030424;GO:0030425;GO:0033619;GO:0033630;GO:0035799;GO:0035860;GO:0042551;GO:0043025;GO:0043235;GO:0043410;GO:0045793;GO:0045893;GO:0046872;GO:0048265;GO:0048484;GO:0050770;GO:0051897;GO:0060041;GO:0060384;GO:0061146;GO:0071300;GO:0072300;GO:0098797;GO:0160144
ENSMUSG00000024712,Rfk,riboflavin kinase,1914688,GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0005739;GO:0005829;GO:0006771;GO:0006915;GO:0008531;GO:0009231;GO:0009398;GO:0016301;GO:0016740;GO:0046872;GO:0072388;GO:0072593
ENSMUSG00000021428,Riok1,RIO kinase 1,1918590,GO:0000166;GO:0003824;GO:0004674;GO:0005524;GO:0005737;GO:0005829;GO:0016301;GO:0016740;GO:0016787;GO:0016887;GO:0030490;GO:0030688;GO:0034708;GO:0042254;GO:0042274;GO:0046872;GO:0106310;GO:2000234
ENSMUSG00000116564,Riok2,RIO kinase 2,1914295,GO:0000166;GO:0003824;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006468;GO:0016301;GO:0016740;GO:0030071;GO:0030490;GO:0030688;GO:0042254;GO:0042274;GO:0046777;GO:0046872;GO:0106310;GO:2000208;GO:2000234
ENSMUSG00000024404,Riok3,RIO kinase 3,1914128,GO:0000166;GO:0002376;GO:0003824;GO:0004674;GO:0005524;GO:0005737;GO:0005829;GO:0006468;GO:0016301;GO:0016740;GO:0030490;GO:0030688;GO:0031333;GO:0032728;GO:0039534;GO:0042254;GO:0043124;GO:0045087;GO:0045089;GO:0046872;GO:0051607;GO:0071359;GO:0089720;GO:0098586;GO:0106310;GO:1990786
ENSMUSG00000021408,Ripk1,receptor (TNFRSF)-interacting serine-threonine kinase 1,108212,GO:0000165;GO:0000166;GO:0001934;GO:0004672;GO:0004674;GO:0004706;GO:0005123;GO:0005515;GO:0005524;GO:0005737;GO:0005739;GO:0005886;GO:0006468;GO:0006915;GO:0006954;GO:0006979;GO:0007165;GO:0007249;GO:0008625;GO:0010628;GO:0012501;GO:0016020;GO:0016301;GO:0016740;GO:0030163;GO:0031264;GO:0031349;GO:0031625;GO:0032757;GO:0032760;GO:0032991;GO:0033209;GO:0034612;GO:0035556;GO:0035591;GO:0036289;GO:0042327;GO:0042802;GO:0042803;GO:0043065;GO:0043066;GO:0043068;GO:0043123;GO:0043124;GO:0043235;GO:0043410;GO:0043525;GO:0044877;GO:0045651;GO:0045944;GO:0046330;GO:0046777;GO:0050729;GO:0051092;GO:0060544;GO:0060545;GO:0060546;GO:0062100;GO:0070105;GO:0070231;GO:0070266;GO:0070301;GO:0070513;GO:0071356;GO:0071363;GO:0097191;GO:0097300;GO:0097342;GO:0097343;GO:0097527;GO:0106310;GO:1900119;GO:1901026;GO:1901224;GO:1903265;GO:1903800;GO:1990000;GO:2000377;GO:2001237;GO:2001238;GO:2001240
ENSMUSG00000041135,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,1891456,GO:0000166;GO:0001819;GO:0001961;GO:0002250;GO:0002376;GO:0002827;GO:0004672;GO:0004674;GO:0004706;GO:0004713;GO:0004715;GO:0005102;GO:0005524;GO:0005737;GO:0005783;GO:0005829;GO:0005856;GO:0005886;GO:0006468;GO:0006915;GO:0007249;GO:0007254;GO:0016020;GO:0016301;GO:0016740;GO:0019221;GO:0030274;GO:0031398;GO:0031663;GO:0031982;GO:0032722;GO:0032729;GO:0032731;GO:0032743;GO:0032755;GO:0032760;GO:0032874;GO:0032991;GO:0033080;GO:0033092;GO:0034134;GO:0034142;GO:0035591;GO:0035739;GO:0038066;GO:0042098;GO:0042742;GO:0042802;GO:0042803;GO:0042981;GO:0043065;GO:0043123;GO:0043124;GO:0043330;GO:0045087;GO:0045627;GO:0046330;GO:0050700;GO:0050731;GO:0050830;GO:0050852;GO:0051092;GO:0051260;GO:0051403;GO:0060907;GO:0070371;GO:0070374;GO:0070427;GO:0070431;GO:0070555;GO:0070671;GO:0070673;GO:0071222;GO:0071223;GO:0071224;GO:0071225;GO:0080090;GO:0089720;GO:0097039;GO:0098792;GO:0106310;GO:0140895;GO:1902523;GO:1904417;GO:2000563
ENSMUSG00000022221,Ripk3,receptor-interacting serine-threonine kinase 3,2154952,GO:0000166;GO:0001914;GO:0002819;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006468;GO:0006915;GO:0007165;GO:0009893;GO:0010468;GO:0012501;GO:0016301;GO:0016740;GO:0032147;GO:0032649;GO:0032991;GO:0033077;GO:0038061;GO:0042802;GO:0042981;GO:0043029;GO:0044877;GO:0046006;GO:0048535;GO:0048536;GO:0048538;GO:0051607;GO:0060545;GO:0070235;GO:0070266;GO:0070301;GO:0072593;GO:0097300;GO:0097527;GO:0097528;GO:0106310;GO:1990000;GO:2000377;GO:2000379;GO:2000452;GO:2001244
ENSMUSG00000005251,Ripk4,receptor-interacting serine-threonine kinase 4,1919638,GO:0000166;GO:0002009;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016740;GO:0043588;GO:0106310
ENSMUSG00000066800,Rnasel,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",1098272,GO:0000166;GO:0003723;GO:0004518;GO:0004519;GO:0004521;GO:0004540;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005739;GO:0006396;GO:0006397;GO:0006468;GO:0008270;GO:0010468;GO:0016787;GO:0030968;GO:0043021;GO:0043488;GO:0045071;GO:0045444;GO:0045944;GO:0046326;GO:0046872;GO:0051252;GO:0051607
ENSMUSG00000024290,Rock1,Rho-associated coiled-coil containing protein kinase 1,107927,GO:0000139;GO:0000166;GO:0000281;GO:0001726;GO:0001837;GO:0003383;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005794;GO:0005814;GO:0005856;GO:0005886;GO:0006468;GO:0006915;GO:0007010;GO:0007159;GO:0007165;GO:0007266;GO:0008270;GO:0010468;GO:0010494;GO:0010508;GO:0010604;GO:0010613;GO:0010628;GO:0016020;GO:0016301;GO:0016525;GO:0016740;GO:0022614;GO:0030027;GO:0030036;GO:0030334;GO:0030866;GO:0031032;GO:0031175;GO:0031267;GO:0032059;GO:0032060;GO:0032956;GO:0032970;GO:0035556;GO:0042995;GO:0043410;GO:0045616;GO:0045664;GO:0046872;GO:0048598;GO:0050900;GO:0050901;GO:0051451;GO:0051894;GO:0061157;GO:0070507;GO:0071559;GO:0072518;GO:0072659;GO:0090128;GO:0090521;GO:0097049;GO:0097746;GO:0098685;GO:0106310;GO:0110061;GO:0140058;GO:1900223;GO:1900242;GO:1901888;GO:1902430;GO:1902992;GO:1903140;GO:1903347;GO:1905205;GO:1990776;GO:2000672
ENSMUSG00000020580,Rock2,Rho-associated coiled-coil containing protein kinase 2,107926,GO:0000166;GO:0001837;GO:0002020;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0005886;GO:0006468;GO:0006939;GO:0007165;GO:0007266;GO:0008270;GO:0010613;GO:0010628;GO:0010825;GO:0016020;GO:0016301;GO:0016525;GO:0016740;GO:0030036;GO:0030335;GO:0031267;GO:0032956;GO:0036464;GO:0043149;GO:0044788;GO:0045019;GO:0045616;GO:0046872;GO:0048511;GO:0051298;GO:0051496;GO:0061133;GO:0071559;GO:0072518;GO:0072659;GO:0090128;GO:0097746;GO:0098685;GO:0106310;GO:0150033;GO:1902004;GO:1902966;GO:1902993;GO:1903140;GO:1903347;GO:1905205;GO:1990776
ENSMUSG00000035305,Ror1,receptor tyrosine kinase-like orphan receptor 1,1347520,GO:0000166;GO:0001725;GO:0004672;GO:0004714;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0007169;GO:0007605;GO:0008283;GO:0009986;GO:0014002;GO:0016020;GO:0016055;GO:0017147;GO:0030424;GO:0038023;GO:0042813;GO:0042995;GO:0043123;GO:0043235;GO:0043679;GO:0048839;GO:0051092
ENSMUSG00000021464,Ror2,receptor tyrosine kinase-like orphan receptor 2,1347521,GO:0000166;GO:0004672;GO:0004714;GO:0005515;GO:0005524;GO:0006468;GO:0007165;GO:0007169;GO:0016020;GO:0016055;GO:0016301;GO:0017147;GO:0030335;GO:0031435;GO:0048839
ENSMUSG00000019893,Ros1,Ros1 proto-oncogene,97999,GO:0000166;GO:0001558;GO:0002066;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0007165;GO:0007169;GO:0007283;GO:0009986;GO:0010467;GO:0010629;GO:0010966;GO:0016020;GO:0016301;GO:0016740;GO:0019903;GO:0030154;GO:0032006;GO:0043235;GO:0048471;GO:0070372;GO:1902531
ENSMUSG00000003644,Rps6ka1,ribosomal protein S6 kinase polypeptide 1,104558,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0004711;GO:0004712;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005819;GO:0005829;GO:0006468;GO:0016301;GO:0016740;GO:0032007;GO:0035556;GO:0038202;GO:0043066;GO:0045202;GO:0045893;GO:0045944;GO:0072574;GO:0106310;GO:0140297;GO:2000491
ENSMUSG00000023809,Rps6ka2,"ribosomal protein S6 kinase, polypeptide 2",1342290,GO:0000166;GO:0000287;GO:0001556;GO:0002035;GO:0004672;GO:0004674;GO:0004711;GO:0004712;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005819;GO:0006468;GO:0007507;GO:0008285;GO:0010628;GO:0010659;GO:0016301;GO:0016740;GO:0035556;GO:0038202;GO:0043065;GO:0045786;GO:0045835;GO:0060047;GO:0070613;GO:0071322;GO:0072687;GO:0106310
ENSMUSG00000031309,Rps6ka3,ribosomal protein S6 kinase polypeptide 3,104557,GO:0000166;GO:0000287;GO:0002224;GO:0004672;GO:0004674;GO:0004711;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0006468;GO:0016301;GO:0016740;GO:0019901;GO:0032496;GO:0035556;GO:0038202;GO:0043066;GO:0045944;GO:0106310
ENSMUSG00000118668,Rps6ka4,"ribosomal protein S6 kinase, polypeptide 4",1930076,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006338;GO:0006355;GO:0006468;GO:0006954;GO:0016301;GO:0016740;GO:0035175;GO:0035556;GO:0038202;GO:0043687;GO:0044022;GO:0045202;GO:0045944;GO:0070498;GO:0106310
ENSMUSG00000021180,Rps6ka5,"ribosomal protein S6 kinase, polypeptide 5",1920336,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006338;GO:0006355;GO:0006468;GO:0006954;GO:0016301;GO:0016740;GO:0035175;GO:0035556;GO:0038202;GO:0043687;GO:0044022;GO:0044024;GO:0045892;GO:0045944;GO:0051092;GO:0070498;GO:0099175;GO:0106310
ENSMUSG00000025665,Rps6ka6,ribosomal protein S6 kinase polypeptide 6,1914321,GO:0000166;GO:0000287;GO:0001650;GO:0004672;GO:0004674;GO:0005524;GO:0005654;GO:0005730;GO:0005739;GO:0006468;GO:0016301;GO:0016740;GO:0030330;GO:0035556;GO:0106310
ENSMUSG00000020516,Rps6kb1,"ribosomal protein S6 kinase, polypeptide 1",1270849,GO:0000045;GO:0000082;GO:0000166;GO:0001662;GO:0002181;GO:0004672;GO:0004674;GO:0004712;GO:0005515;GO:0005524;GO:0005654;GO:0005737;GO:0005739;GO:0005741;GO:0006417;GO:0006468;GO:0006511;GO:0006915;GO:0007165;GO:0007281;GO:0008286;GO:0010507;GO:0010508;GO:0016020;GO:0016301;GO:0016740;GO:0018105;GO:0031146;GO:0031667;GO:0031669;GO:0031670;GO:0031929;GO:0032868;GO:0032869;GO:0032870;GO:0038202;GO:0038203;GO:0043005;GO:0043066;GO:0043491;GO:0044539;GO:0045202;GO:0045727;GO:0045931;GO:0045948;GO:0046627;GO:0050804;GO:0051384;GO:0051707;GO:0051897;GO:0071346;GO:0071363;GO:0071549;GO:0098978;GO:0106310;GO:1901654;GO:1903940;GO:1904262;GO:1904263;GO:2001237
ENSMUSG00000024830,Rps6kb2,"ribosomal protein S6 kinase, polypeptide 2",1927343,GO:0000166;GO:0002181;GO:0004672;GO:0004674;GO:0004711;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006468;GO:0007165;GO:0009968;GO:0016301;GO:0016740;GO:0031929;GO:0038202;GO:0042277;GO:0045948;GO:0046627;GO:0106310
ENSMUSG00000089872,Rps6kc1,ribosomal protein S6 kinase polypeptide 1,2443419,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005764;GO:0005768;GO:0005769;GO:0006468;GO:0008289;GO:0014069;GO:0016020;GO:0016301;GO:0016740;GO:0035091;GO:0043226;GO:0106310
ENSMUSG00000019235,Rps6kl1,ribosomal protein S6 kinase-like 1,2443413,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005840;GO:0006468;GO:0016301;GO:0016740;GO:0106310;GO:1990904
ENSMUSG00000037593,Rskr,ribosomal protein S6 kinase related,2652869,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005575;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSMUSG00000032547,Ryk,receptor-like tyrosine kinase,101766,GO:0000166;GO:0004672;GO:0004713;GO:0004888;GO:0005109;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005886;GO:0006468;GO:0007169;GO:0007409;GO:0007411;GO:0010976;GO:0016020;GO:0016055;GO:0016301;GO:0016740;GO:0017147;GO:0022038;GO:0030182;GO:0031175;GO:0036518;GO:0042813;GO:0043235;GO:0043410;GO:0048705;GO:0048787;GO:0048843;GO:0048846;GO:0050919;GO:0051897;GO:0060071;GO:0061643;GO:0071679;GO:0098839;GO:0098978;GO:1904948
ENSMUSG00000042978,Sbk1,SH3-binding kinase 1,2135937,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005575;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSMUSG00000030433,Sbk2,"SH3-binding domain kinase family, member 2",2685925,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0004708;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSMUSG00000085272,Sbk3,"SH3 domain binding kinase family, member 3",2685924,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005575;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSMUSG00000024941,Scyl1,SCY1-like 1 (S. cerevisiae),1931787,GO:0004672;GO:0005515;GO:0005524;GO:0005737;GO:0005793;GO:0005794;GO:0005801;GO:0005813;GO:0005829;GO:0005856;GO:0006468;GO:0006890;GO:0006954;GO:0008104;GO:0016192;GO:0021522;GO:0030126;GO:0048666
ENSMUSG00000069539,Scyl2,SCY1-like 2 (S. cerevisiae),1289172,GO:0004672;GO:0005102;GO:0005515;GO:0005524;GO:0005768;GO:0005794;GO:0006468;GO:0007420;GO:0008333;GO:0010008;GO:0016020;GO:0021860;GO:0030136;GO:0031410;GO:0031623;GO:0072583;GO:0090090
ENSMUSG00000026584,Scyl3,SCY1-like 3 (S. cerevisiae),1921385,GO:0000139;GO:0004672;GO:0005515;GO:0005524;GO:0005737;GO:0005783;GO:0005794;GO:0005829;GO:0006468;GO:0006954;GO:0008104;GO:0021522;GO:0030027;GO:0042802;GO:0042995;GO:0048666
ENSMUSG00000026662,Sephs1,selenophosphate synthetase 1,1923580,GO:0000166;GO:0004756;GO:0005524;GO:0005634;GO:0005737;GO:0005886;GO:0016020;GO:0016260;GO:0016301;GO:0016740;GO:0031965;GO:0042802;GO:0042803;GO:0046872;GO:0046982
ENSMUSG00000049091,Sephs2,selenophosphate synthetase 2,108388,GO:0000166;GO:0001887;GO:0004756;GO:0005524;GO:0005737;GO:0016259;GO:0016260;GO:0016301;GO:0016740;GO:0046872
ENSMUSG00000019970,Sgk1,serum/glucocorticoid regulated kinase 1,1340062,GO:0000166;GO:0004672;GO:0004674;GO:0004712;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005783;GO:0005789;GO:0005829;GO:0005886;GO:0006468;GO:0006814;GO:0006915;GO:0006974;GO:0010765;GO:0015459;GO:0016020;GO:0016301;GO:0016607;GO:0016740;GO:0032869;GO:0032880;GO:0035091;GO:0035556;GO:0048812;GO:0106310;GO:1904045
ENSMUSG00000017868,Sgk2,serum/glucocorticoid regulated kinase 2,1351318,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006468;GO:0015459;GO:0016301;GO:0016740;GO:0035556;GO:0106310
ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3,2182368,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005768;GO:0005769;GO:0006468;GO:0015459;GO:0016301;GO:0016740;GO:0031410;GO:0035091;GO:0035556;GO:0055037;GO:0060090;GO:0106310;GO:2001240
ENSMUSG00000040451,Sgms1,sphingomyelin synthase 1,2444110,GO:0000138;GO:0000139;GO:0002950;GO:0005515;GO:0005634;GO:0005783;GO:0005789;GO:0005794;GO:0005886;GO:0006629;GO:0006665;GO:0006686;GO:0006915;GO:0010628;GO:0016020;GO:0016301;GO:0016740;GO:0016780;GO:0033188;GO:0046513;GO:0047493;GO:0071222;GO:0071356
ENSMUSG00000050931,Sgms2,sphingomyelin synthase 2,1921692,GO:0000139;GO:0002950;GO:0005654;GO:0005789;GO:0005794;GO:0005886;GO:0006629;GO:0006665;GO:0006686;GO:0016020;GO:0016301;GO:0016740;GO:0016780;GO:0030500;GO:0033188;GO:0046513;GO:0047493;GO:1905373
ENSMUSG00000005951,Shpk,sedoheptulokinase,1921887,GO:0000166;GO:0005524;GO:0005737;GO:0005829;GO:0005975;GO:0006098;GO:0009052;GO:0016301;GO:0016310;GO:0016740;GO:0035963;GO:0043030;GO:0050277;GO:0050727;GO:0071222;GO:0071353
ENSMUSG00000024042,Sik1,salt inducible kinase 1,104754,GO:0000122;GO:0000166;GO:0000287;GO:0002028;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0007346;GO:0008140;GO:0010830;GO:0010868;GO:0016301;GO:0016740;GO:0019901;GO:0030154;GO:0032792;GO:0035556;GO:0042826;GO:0043153;GO:0043276;GO:0045595;GO:0045721;GO:0045912;GO:0046777;GO:0046872;GO:0048511;GO:0051055;GO:0055007;GO:0062014;GO:0071889;GO:0106310;GO:2000210
ENSMUSG00000037112,Sik2,salt inducible kinase 2,2445031,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005789;GO:0006468;GO:0008610;GO:0016301;GO:0016740;GO:0035556;GO:0036503;GO:0045912;GO:0051055;GO:0062014;GO:0106310
ENSMUSG00000034135,Sik3,SIK family kinase 3,2446296,GO:0000166;GO:0000226;GO:0000287;GO:0001958;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0032880;GO:0035108;GO:0035264;GO:0035556;GO:0046872;GO:0048705;GO:0050321;GO:0060351;GO:0106310;GO:1904263;GO:1904515
ENSMUSG00000054115,Skp2,S-phase kinase-associated protein 2,1351663,GO:0000082;GO:0000086;GO:0000209;GO:0000729;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0006511;GO:0016301;GO:0016567;GO:0019005;GO:0031146;GO:0033148;GO:0042802;GO:0042981;GO:0043161;GO:0045087;GO:0048661;GO:0051607;GO:0051726;GO:0070534;GO:0070936;GO:0071460;GO:1902916;GO:1905168;GO:1990166;GO:1990756
ENSMUSG00000025060,Slk,STE20-like kinase,103241,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0006915;GO:0016301;GO:0016740;GO:0030334;GO:0031122;GO:0031252;GO:0035556;GO:0042802;GO:0042803;GO:0042981;GO:0046777;GO:0048471;GO:0051893;GO:0106310
ENSMUSG00000030655,Smg1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,1919742,GO:0000166;GO:0000184;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006281;GO:0006974;GO:0016301;GO:0016310;GO:0016740;GO:0032204;GO:0033391;GO:0042162;GO:0046854;GO:0046872;GO:0106310
ENSMUSG00000073458,Smok2a,sperm motility kinase 2A,1351487,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016740
ENSMUSG00000073457,Smok2b,sperm motility kinase 2B,3037705,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSMUSG00000075599,Smok3a,sperm motility kinase 3A,3693943,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0035556;GO:0106310
ENSMUSG00000079156,Smok3b,sperm motility kinase 3B,3615348,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0035556;GO:0106310
ENSMUSG00000075598,Smok3c,sperm motility kinase 3C,3647925,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016740
ENSMUSG00000038145,Snrk,SNF related kinase,108104,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0006468;GO:0016301;GO:0016740;GO:0046872;GO:0106310
ENSMUSG00000026207,Speg,SPEG complex locus,109282,GO:0000166;GO:0001701;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0006468;GO:0016301;GO:0016740;GO:0030154;GO:0042692;GO:0055013;GO:0060541;GO:0072359;GO:0106310
ENSMUSG00000061878,Sphk1,sphingosine kinase 1,1316649,GO:0000166;GO:0000287;GO:0001568;GO:0001817;GO:0003376;GO:0003677;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0005768;GO:0005886;GO:0005905;GO:0005929;GO:0006473;GO:0006629;GO:0006670;GO:0006954;GO:0007420;GO:0008283;GO:0008284;GO:0008289;GO:0008481;GO:0010008;GO:0010803;GO:0012505;GO:0016020;GO:0016301;GO:0016310;GO:0016407;GO:0016740;GO:0017050;GO:0019722;GO:0030100;GO:0030139;GO:0030307;GO:0030335;GO:0031398;GO:0031410;GO:0031901;GO:0032651;GO:0032740;GO:0034612;GO:0035924;GO:0038036;GO:0042981;GO:0043066;GO:0045202;GO:0045766;GO:0045840;GO:0045931;GO:0045987;GO:0046512;GO:0048146;GO:0050764;GO:0051049;GO:0051092;GO:0051721;GO:0070301;GO:0071363;GO:0071897;GO:0090520;GO:0098793;GO:0150077;GO:1900060;GO:1900745;GO:1901224;GO:1903978;GO:1905364;GO:2000303
ENSMUSG00000057342,Sphk2,sphingosine kinase 2,1861380,GO:0000166;GO:0000786;GO:0001568;GO:0001817;GO:0002720;GO:0003376;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005743;GO:0005764;GO:0005765;GO:0005783;GO:0005829;GO:0005886;GO:0006629;GO:0006669;GO:0006670;GO:0007420;GO:0007565;GO:0008283;GO:0008284;GO:0008481;GO:0012505;GO:0016020;GO:0016301;GO:0016740;GO:0017050;GO:0030308;GO:0032736;GO:0032755;GO:0032760;GO:0033008;GO:0035556;GO:0038036;GO:0042393;GO:0042981;GO:0043065;GO:0043122;GO:0043306;GO:0045815;GO:0046512;GO:0051049;GO:1903426;GO:1904628;GO:1904959;GO:2000303;GO:2000304;GO:2001169
