MGI symbol	Gene stable ID	UniProtKB/Swiss-Prot ID	MGI ID	Gene name	Gene description
Ppp2r2a	ENSMUSG00000022052	Q6P1F6	MGI:1919228	Ppp2r2a	protein phosphatase 2, regulatory subunit B, alpha [Source:MGI Symbol;Acc:MGI:1919228]
Alox12	ENSMUSG00000000320	P39655	MGI:87998	Alox12	arachidonate 12-lipoxygenase [Source:MGI Symbol;Acc:MGI:87998]
Ppp2r2a	ENSMUSG00000022052		MGI:1919228	Ppp2r2a	protein phosphatase 2, regulatory subunit B, alpha [Source:MGI Symbol;Acc:MGI:1919228]
Alox12	ENSMUSG00000000320		MGI:87998	Alox12	arachidonate 12-lipoxygenase [Source:MGI Symbol;Acc:MGI:87998]
Aim2	ENSMUSG00000037860	Q91VJ1	MGI:2686159	Aim2	absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159]
Spin4	ENSMUSG00000071722	Q8K1L2	MGI:2444925	Spin4	spindlin family, member 4 [Source:MGI Symbol;Acc:MGI:2444925]
Aim2	ENSMUSG00000037860		MGI:2686159	Aim2	absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159]
Sec14l5	ENSMUSG00000091712		MGI:3616084	Sec14l5	SEC14-like lipid binding 5 [Source:MGI Symbol;Acc:MGI:3616084]
Rnf170	ENSMUSG00000013878	Q8CBG9	MGI:1924983	Rnf170	ring finger protein 170 [Source:MGI Symbol;Acc:MGI:1924983]
Ifi206	ENSMUSG00000037849		MGI:3646410	Ifi206	interferon activated gene 206 [Source:MGI Symbol;Acc:MGI:3646410]
Nadk	ENSMUSG00000029063	P58058	MGI:2183149	Nadk	NAD kinase [Source:MGI Symbol;Acc:MGI:2183149]
Rnf170	ENSMUSG00000013878		MGI:1924983	Rnf170	ring finger protein 170 [Source:MGI Symbol;Acc:MGI:1924983]
Crtc2	ENSMUSG00000027936	Q3U182	MGI:1921593	Crtc2	CREB regulated transcription coactivator 2 [Source:MGI Symbol;Acc:MGI:1921593]
Alox12e	ENSMUSG00000018907	P55249	MGI:1274790	Alox12e	arachidonate lipoxygenase, epidermal [Source:MGI Symbol;Acc:MGI:1274790]
Alkbh8	ENSMUSG00000025899	Q80Y20	MGI:1914917	Alkbh8	alkB homolog 8, tRNA methyltransferase [Source:MGI Symbol;Acc:MGI:1914917]
Nadk	ENSMUSG00000029063		MGI:2183149	Nadk	NAD kinase [Source:MGI Symbol;Acc:MGI:2183149]
Alkbh8	ENSMUSG00000025899		MGI:1914917	Alkbh8	alkB homolog 8, tRNA methyltransferase [Source:MGI Symbol;Acc:MGI:1914917]
Gm45692	ENSMUSG00000109850		MGI:5804807	Gm45692	predicted gene 45692 [Source:MGI Symbol;Acc:MGI:5804807]
Ifi214	ENSMUSG00000070501		MGI:3584522	Ifi214	interferon activated gene 214 [Source:MGI Symbol;Acc:MGI:3584522]
Pon1	ENSMUSG00000002588	P52430	MGI:103295	Pon1	paraoxonase 1 [Source:MGI Symbol;Acc:MGI:103295]
Thap1	ENSMUSG00000037214	Q8CHW1	MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1 [Source:MGI Symbol;Acc:MGI:1921004]
Rassf2	ENSMUSG00000027339	Q8BMS9	MGI:2442060	Rassf2	Ras association (RalGDS/AF-6) domain family member 2 [Source:MGI Symbol;Acc:MGI:2442060]
Midn	ENSMUSG00000035621	Q3TPJ7	MGI:1890222	Midn	midnolin [Source:MGI Symbol;Acc:MGI:1890222]
Thap1	ENSMUSG00000037214		MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1 [Source:MGI Symbol;Acc:MGI:1921004]
Pon1	ENSMUSG00000002588		MGI:103295	Pon1	paraoxonase 1 [Source:MGI Symbol;Acc:MGI:103295]
Ifi213	ENSMUSG00000073491		MGI:3695276	Ifi213	interferon activated gene 213 [Source:MGI Symbol;Acc:MGI:3695276]
Limk1	ENSMUSG00000029674	P53668	MGI:104572	Limk1	LIM domain kinase 1 [Source:MGI Symbol;Acc:MGI:104572]
Zfx	ENSMUSG00000079509	P17012	MGI:99211	Zfx	zinc finger protein X-linked [Source:MGI Symbol;Acc:MGI:99211]
Tulp1	ENSMUSG00000037446	Q9Z273	MGI:109571	Tulp1	TUB like protein 1 [Source:MGI Symbol;Acc:MGI:109571]
Nagpa	ENSMUSG00000023143		MGI:1351598	Nagpa	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:MGI Symbol;Acc:MGI:1351598]
Crtc2	ENSMUSG00000027936		MGI:1921593	Crtc2	CREB regulated transcription coactivator 2 [Source:MGI Symbol;Acc:MGI:1921593]
Rassf2	ENSMUSG00000027339		MGI:2442060	Rassf2	Ras association (RalGDS/AF-6) domain family member 2 [Source:MGI Symbol;Acc:MGI:2442060]
Limk1	ENSMUSG00000029674		MGI:104572	Limk1	LIM domain kinase 1 [Source:MGI Symbol;Acc:MGI:104572]
Tulp1	ENSMUSG00000037446		MGI:109571	Tulp1	TUB like protein 1 [Source:MGI Symbol;Acc:MGI:109571]
Midn	ENSMUSG00000035621		MGI:1890222	Midn	midnolin [Source:MGI Symbol;Acc:MGI:1890222]
Zfx	ENSMUSG00000079509		MGI:99211	Zfx	zinc finger protein X-linked [Source:MGI Symbol;Acc:MGI:99211]
Nagpa	ENSMUSG00000023143	Q8BJ48	MGI:1351598	Nagpa	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:MGI Symbol;Acc:MGI:1351598]
Or4k51	ENSMUSG00000057149		MGI:3031135	Or4k51	olfactory receptor family 4 subfamily K member 51 [Source:MGI Symbol;Acc:MGI:3031135]
Pon3	ENSMUSG00000029759		MGI:106686	Pon3	paraoxonase 3 [Source:MGI Symbol;Acc:MGI:106686]
Or4k52	ENSMUSG00000044560		MGI:3031136	Or4k52	olfactory receptor family 4 subfamily K member 52 [Source:MGI Symbol;Acc:MGI:3031136]
Slc12a7	ENSMUSG00000017756		MGI:1342283	Slc12a7	solute carrier family 12, member 7 [Source:MGI Symbol;Acc:MGI:1342283]
Or4f7	ENSMUSG00000093804		MGI:3031137	Or4f7	olfactory receptor family 4 subfamily F member 7 [Source:MGI Symbol;Acc:MGI:3031137]
Slc12a7	ENSMUSG00000017756	Q9WVL3	MGI:1342283	Slc12a7	solute carrier family 12, member 7 [Source:MGI Symbol;Acc:MGI:1342283]
AU021092	ENSMUSG00000051669	Q3UST5	MGI:2146559	AU021092	expressed sequence AU021092 [Source:MGI Symbol;Acc:MGI:2146559]
Or4f56	ENSMUSG00000074955		MGI:3031139	Or4f56	olfactory receptor family 4 subfamily F member 56 [Source:MGI Symbol;Acc:MGI:3031139]
Ifi209	ENSMUSG00000043263	Q8BV49	MGI:2138243	Ifi209	interferon activated gene 209 [Source:MGI Symbol;Acc:MGI:2138243]
Or4f14	ENSMUSG00000096566		MGI:3031140	Or4f14	olfactory receptor family 4 subfamily F member 14 [Source:MGI Symbol;Acc:MGI:3031140]
Ifi209	ENSMUSG00000043263		MGI:2138243	Ifi209	interferon activated gene 209 [Source:MGI Symbol;Acc:MGI:2138243]
Pon3	ENSMUSG00000029759	Q62087	MGI:106686	Pon3	paraoxonase 3 [Source:MGI Symbol;Acc:MGI:106686]
Slc35e2	ENSMUSG00000042202	Q8C811	MGI:2444240	Slc35e2	solute carrier family 35, member E2 [Source:MGI Symbol;Acc:MGI:2444240]
Or4f14b	ENSMUSG00000094747		MGI:3031141	Or4f14b	olfactory receptor family 4 subfamily F member 14B [Source:MGI Symbol;Acc:MGI:3031141]
Or4f57	ENSMUSG00000074952		MGI:3031142	Or4f57	olfactory receptor family 4 subfamily F member 57 [Source:MGI Symbol;Acc:MGI:3031142]
Ifi208	ENSMUSG00000066677	Q3V3Q4	MGI:2442822	Ifi208	interferon activated gene 208 [Source:MGI Symbol;Acc:MGI:2442822]
Cirbp	ENSMUSG00000045193		MGI:893588	Cirbp	cold inducible RNA binding protein [Source:MGI Symbol;Acc:MGI:893588]
Pon2	ENSMUSG00000032667	Q62086	MGI:106687	Pon2	paraoxonase 2 [Source:MGI Symbol;Acc:MGI:106687]
Ifi207	ENSMUSG00000073490		MGI:2138302	Ifi207	interferon activated gene 207 [Source:MGI Symbol;Acc:MGI:2138302]
Eif2s3x	ENSMUSG00000035150	Q9Z0N1	MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked [Source:MGI Symbol;Acc:MGI:1349431]
Eif2s3x	ENSMUSG00000035150		MGI:1349431	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked [Source:MGI Symbol;Acc:MGI:1349431]
Rnf43	ENSMUSG00000034177	Q5NCP0	MGI:2442609	Rnf43	ring finger protein 43 [Source:MGI Symbol;Acc:MGI:2442609]
Rnf43	ENSMUSG00000034177		MGI:2442609	Rnf43	ring finger protein 43 [Source:MGI Symbol;Acc:MGI:2442609]
Cwf19l2	ENSMUSG00000025898	Q8BG79	MGI:1918023	Cwf19l2	CWF19 like cell cycle control factor 2 [Source:MGI Symbol;Acc:MGI:1918023]
Asb4	ENSMUSG00000042607	Q9WV71	MGI:1929751	Asb4	ankyrin repeat and SOCS box-containing 4 [Source:MGI Symbol;Acc:MGI:1929751]
Asb4	ENSMUSG00000042607		MGI:1929751	Asb4	ankyrin repeat and SOCS box-containing 4 [Source:MGI Symbol;Acc:MGI:1929751]
Cirbp	ENSMUSG00000045193	P60824	MGI:893588	Cirbp	cold inducible RNA binding protein [Source:MGI Symbol;Acc:MGI:893588]
Ifi204	ENSMUSG00000073489	P0DOV2	MGI:96429	Ifi204	interferon activated gene 204 [Source:MGI Symbol;Acc:MGI:96429]
Gucy1a2	ENSMUSG00000041624		MGI:2660877	Gucy1a2	guanylate cyclase 1, soluble, alpha 2 [Source:MGI Symbol;Acc:MGI:2660877]
Alg1	ENSMUSG00000039427	Q921Q3	MGI:2384774	Alg1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:MGI Symbol;Acc:MGI:2384774]
Pdk4	ENSMUSG00000019577	O70571	MGI:1351481	Pdk4	pyruvate dehydrogenase kinase, isoenzyme 4 [Source:MGI Symbol;Acc:MGI:1351481]
Fam174c	ENSMUSG00000035595	Q9DAZ5	MGI:1917020	Fam174c	family with sequence similarity 174, member C [Source:MGI Symbol;Acc:MGI:1917020]
Klhl15	ENSMUSG00000043929		MGI:1923400	Klhl15	kelch-like 15 [Source:MGI Symbol;Acc:MGI:1923400]
Pdk4	ENSMUSG00000019577		MGI:1351481	Pdk4	pyruvate dehydrogenase kinase, isoenzyme 4 [Source:MGI Symbol;Acc:MGI:1351481]
Mndal	ENSMUSG00000090272		MGI:3780953	Mndal	myeloid nuclear differentiation antigen like [Source:MGI Symbol;Acc:MGI:3780953]
Slc23a2	ENSMUSG00000027340	Q9EPR4	MGI:1859682	Slc23a2	solute carrier family 23 (nucleobase transporters), member 2 [Source:MGI Symbol;Acc:MGI:1859682]
Hgsnat	ENSMUSG00000037260	Q3UDW8	MGI:1196297	Hgsnat	heparan-alpha-glucosaminide N-acetyltransferase [Source:MGI Symbol;Acc:MGI:1196297]
Supt4a	ENSMUSG00000020485	P63271	MGI:107416	Supt4a	SPT4A, DSIF elongation factor subunit [Source:MGI Symbol;Acc:MGI:107416]
Mndal	ENSMUSG00000090272	D0QMC3	MGI:3780953	Mndal	myeloid nuclear differentiation antigen like [Source:MGI Symbol;Acc:MGI:3780953]
Hgsnat	ENSMUSG00000037260		MGI:1196297	Hgsnat	heparan-alpha-glucosaminide N-acetyltransferase [Source:MGI Symbol;Acc:MGI:1196297]
Efna2	ENSMUSG00000003070	P52801	MGI:102707	Efna2	ephrin A2 [Source:MGI Symbol;Acc:MGI:102707]
Supt4a	ENSMUSG00000020485		MGI:107416	Supt4a	SPT4A, DSIF elongation factor subunit [Source:MGI Symbol;Acc:MGI:107416]
Slc23a2	ENSMUSG00000027340		MGI:1859682	Slc23a2	solute carrier family 23 (nucleobase transporters), member 2 [Source:MGI Symbol;Acc:MGI:1859682]
Nkd2	ENSMUSG00000021567	Q8VE28	MGI:1919543	Nkd2	naked cuticle 2 [Source:MGI Symbol;Acc:MGI:1919543]
Mycbp2	ENSMUSG00000033004		MGI:2179432	Mycbp2	MYC binding protein 2, E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:2179432]
Klhl15	ENSMUSG00000043929	A2AAX3	MGI:1923400	Klhl15	kelch-like 15 [Source:MGI Symbol;Acc:MGI:1923400]
Fkbp5	ENSMUSG00000024222	Q64378	MGI:104670	Fkbp5	FK506 binding protein 5 [Source:MGI Symbol;Acc:MGI:104670]
Or4f15	ENSMUSG00000109528		MGI:3031143	Or4f15	olfactory receptor family 4 subfamily F member 15 [Source:MGI Symbol;Acc:MGI:3031143]
Nkd2	ENSMUSG00000021567		MGI:1919543	Nkd2	naked cuticle 2 [Source:MGI Symbol;Acc:MGI:1919543]
Or4f6	ENSMUSG00000108827		MGI:3031144	Or4f6	olfactory receptor family 4 subfamily F member 6 [Source:MGI Symbol;Acc:MGI:3031144]
Fkbp5	ENSMUSG00000024222		MGI:104670	Fkbp5	FK506 binding protein 5 [Source:MGI Symbol;Acc:MGI:104670]
Ifi211	ENSMUSG00000026536	P0DOV1	MGI:3041120	Ifi211	interferon activated gene 211 [Source:MGI Symbol;Acc:MGI:3041120]
Or4f58	ENSMUSG00000109403		MGI:3031145	Or4f58	olfactory receptor family 4 subfamily F member 58 [Source:MGI Symbol;Acc:MGI:3031145]
Eef2kmt	ENSMUSG00000022544	Q3UZW7	MGI:1917761	Eef2kmt	eukaryotic elongation factor 2 lysine methyltransferase [Source:MGI Symbol;Acc:MGI:1917761]
Or4f59	ENSMUSG00000074947		MGI:3031146	Or4f59	olfactory receptor family 4 subfamily F member 59 [Source:MGI Symbol;Acc:MGI:3031146]
Gan	ENSMUSG00000052557	Q8CA72	MGI:1890619	Gan	giant axonal neuropathy [Source:MGI Symbol;Acc:MGI:1890619]
Gan	ENSMUSG00000052557		MGI:1890619	Gan	giant axonal neuropathy [Source:MGI Symbol;Acc:MGI:1890619]
Eef2kmt	ENSMUSG00000022544		MGI:1917761	Eef2kmt	eukaryotic elongation factor 2 lysine methyltransferase [Source:MGI Symbol;Acc:MGI:1917761]
Tmem230	ENSMUSG00000027341	Q8CIB6	MGI:1917862	Tmem230	transmembrane protein 230 [Source:MGI Symbol;Acc:MGI:1917862]
Casp12	ENSMUSG00000025887	O08736	MGI:1312922	Casp12	caspase 12 [Source:MGI Symbol;Acc:MGI:1312922]
Brsk2	ENSMUSG00000053046	Q69Z98	MGI:1923020	Brsk2	BR serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:1923020]
Brsk2	ENSMUSG00000053046		MGI:1923020	Brsk2	BR serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:1923020]
Casp12	ENSMUSG00000025887		MGI:1312922	Casp12	caspase 12 [Source:MGI Symbol;Acc:MGI:1312922]
Dcbld1	ENSMUSG00000019891	Q9D4J3	MGI:1913936	Dcbld1	discoidin, CUB  and LCCL domain containing 1 [Source:MGI Symbol;Acc:MGI:1913936]
Or4f60	ENSMUSG00000074946		MGI:3031147	Or4f60	olfactory receptor family 4 subfamily F member 60 [Source:MGI Symbol;Acc:MGI:3031147]
Trip13	ENSMUSG00000021569	Q3UA06	MGI:1916966	Trip13	thyroid hormone receptor interactor 13 [Source:MGI Symbol;Acc:MGI:1916966]
Or4f61	ENSMUSG00000074945		MGI:3031148	Or4f61	olfactory receptor family 4 subfamily F member 61 [Source:MGI Symbol;Acc:MGI:3031148]
Trip13	ENSMUSG00000021569		MGI:1916966	Trip13	thyroid hormone receptor interactor 13 [Source:MGI Symbol;Acc:MGI:1916966]
Gopc	ENSMUSG00000019861		MGI:2149946	Gopc	golgi associated PDZ and coiled-coil motif containing [Source:MGI Symbol;Acc:MGI:2149946]
Armc12	ENSMUSG00000024223	Q80X86	MGI:1914895	Armc12	armadillo repeat containing 12 [Source:MGI Symbol;Acc:MGI:1914895]
Armc12	ENSMUSG00000024223		MGI:1914895	Armc12	armadillo repeat containing 12 [Source:MGI Symbol;Acc:MGI:1914895]
Ifi203	ENSMUSG00000039997		MGI:96428	Ifi203	interferon activated gene 203 [Source:MGI Symbol;Acc:MGI:96428]
Clpsl2	ENSMUSG00000024224	Q3UW21	MGI:2685595	Clpsl2	colipase-like 2 [Source:MGI Symbol;Acc:MGI:2685595]
Dennd4b	ENSMUSG00000042404	Q3U1Y4	MGI:2446201	Dennd4b	DENN domain containing 4B [Source:MGI Symbol;Acc:MGI:2446201]
Pdgfd	ENSMUSG00000032006	Q925I7	MGI:1919035	Pdgfd	platelet-derived growth factor, D polypeptide [Source:MGI Symbol;Acc:MGI:1919035]
Cdk11b	ENSMUSG00000029062	P24788	MGI:88353	Cdk11b	cyclin dependent kinase 11B [Source:MGI Symbol;Acc:MGI:88353]
Pcna	ENSMUSG00000027342	P17918	MGI:97503	Pcna	proliferating cell nuclear antigen [Source:MGI Symbol;Acc:MGI:97503]
Dennd4b	ENSMUSG00000042404		MGI:2446201	Dennd4b	DENN domain containing 4B [Source:MGI Symbol;Acc:MGI:2446201]
Pfkfb1	ENSMUSG00000025271		MGI:107816	Pfkfb1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:MGI Symbol;Acc:MGI:107816]
Clps	ENSMUSG00000024225	Q9CQC2	MGI:88421	Clps	colipase, pancreatic [Source:MGI Symbol;Acc:MGI:88421]
Cdk11b	ENSMUSG00000029062		MGI:88353	Cdk11b	cyclin dependent kinase 11B [Source:MGI Symbol;Acc:MGI:88353]
Clps	ENSMUSG00000024225		MGI:88421	Clps	colipase, pancreatic [Source:MGI Symbol;Acc:MGI:88421]
Ddi1	ENSMUSG00000047619	Q9DAF3	MGI:1919079	Ddi1	DNA-damage inducible 1 [Source:MGI Symbol;Acc:MGI:1919079]
Lhfpl5	ENSMUSG00000062252	Q4KL25	MGI:1915382	Lhfpl5	lipoma HMGIC fusion partner-like 5 [Source:MGI Symbol;Acc:MGI:1915382]
Ly6f	ENSMUSG00000022583	P35460	MGI:109441	Ly6f	lymphocyte antigen 6 family member F [Source:MGI Symbol;Acc:MGI:109441]
Gopc	ENSMUSG00000019861	Q8BH60	MGI:2149946	Gopc	golgi associated PDZ and coiled-coil motif containing [Source:MGI Symbol;Acc:MGI:2149946]
Ifi202b	ENSMUSG00000026535	Q9R002	MGI:1347083	Ifi202b	interferon activated gene 202B [Source:MGI Symbol;Acc:MGI:1347083]
Nepn	ENSMUSG00000038624		MGI:1913900	Nepn	nephrocan [Source:MGI Symbol;Acc:MGI:1913900]
Mmp23	ENSMUSG00000029061	O88676	MGI:1347361	Mmp23	matrix metallopeptidase 23 [Source:MGI Symbol;Acc:MGI:1347361]
	ENSMUSG00000122072				predicted gene, 34531
Cds2	ENSMUSG00000058793		MGI:1332236	Cds2	CDP-diacylglycerol synthase 2 [Source:MGI Symbol;Acc:MGI:1332236]
Nepn	ENSMUSG00000038624	Q9CQ76	MGI:1913900	Nepn	nephrocan [Source:MGI Symbol;Acc:MGI:1913900]
Ifi205	ENSMUSG00000054203	Q8CGE8	MGI:101847	Ifi205	interferon activated gene 205 [Source:MGI Symbol;Acc:MGI:101847]
Brd9	ENSMUSG00000057649	Q3UQU0	MGI:2145317	Brd9	bromodomain containing 9 [Source:MGI Symbol;Acc:MGI:2145317]
1700006A11Rik	ENSMUSG00000027973		MGI:1919074	1700006A11Rik	RIKEN cDNA 1700006A11 gene [Source:MGI Symbol;Acc:MGI:1919074]
Or10x1	ENSMUSG00000066672		MGI:3030251	Or10x1	olfactory receptor family 10 subfamily X member 1 [Source:MGI Symbol;Acc:MGI:3030251]
Mob2	ENSMUSG00000025147	Q8VI63	MGI:1919891	Mob2	MOB kinase activator 2 [Source:MGI Symbol;Acc:MGI:1919891]
Pfkfb1	ENSMUSG00000025271	P70266	MGI:107816	Pfkfb1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:MGI Symbol;Acc:MGI:107816]
Nus1	ENSMUSG00000023068	Q99LJ8	MGI:1196365	Nus1	NUS1 dehydrodolichyl diphosphate synthase subunit [Source:MGI Symbol;Acc:MGI:1196365]
Or10x4	ENSMUSG00000059503		MGI:3030082	Or10x4	olfactory receptor family 10 subfamily X member 4 [Source:MGI Symbol;Acc:MGI:3030082]
Or6p1	ENSMUSG00000051509		MGI:3030248	Or6p1	olfactory receptor family 6 subfamily P member 1 [Source:MGI Symbol;Acc:MGI:3030248]
Or6y1	ENSMUSG00000066671		MGI:3030054	Or6y1	olfactory receptor family 6 subfamily Y member 1 [Source:MGI Symbol;Acc:MGI:3030054]
1700003H04Rik	ENSMUSG00000039174		MGI:1923637	1700003H04Rik	RIKEN cDNA 1700003H04 gene [Source:MGI Symbol;Acc:MGI:1923637]
Mob2	ENSMUSG00000025147		MGI:1919891	Mob2	MOB kinase activator 2 [Source:MGI Symbol;Acc:MGI:1919891]
Brd9	ENSMUSG00000057649		MGI:2145317	Brd9	bromodomain containing 9 [Source:MGI Symbol;Acc:MGI:2145317]
Cds2	ENSMUSG00000058793	Q99L43	MGI:1332236	Cds2	CDP-diacylglycerol synthase 2 [Source:MGI Symbol;Acc:MGI:1332236]
Fmn2	ENSMUSG00000028354	Q9JL04	MGI:1859252	Fmn2	formin 2 [Source:MGI Symbol;Acc:MGI:1859252]
Dusp8	ENSMUSG00000037887	O09112	MGI:106626	Dusp8	dual specificity phosphatase 8 [Source:MGI Symbol;Acc:MGI:106626]
Fmn2	ENSMUSG00000028354		MGI:1859252	Fmn2	formin 2 [Source:MGI Symbol;Acc:MGI:1859252]
Dusp8	ENSMUSG00000037887		MGI:106626	Dusp8	dual specificity phosphatase 8 [Source:MGI Symbol;Acc:MGI:106626]
Krtap5-26	ENSMUSG00000109859		MGI:5791454	Krtap5-26	keratin associated protein 5-26 [Source:MGI Symbol;Acc:MGI:5791454]
Krtap5-23	ENSMUSG00000110091		MGI:5622000	Krtap5-23	keratin associated protein 5-23 [Source:MGI Symbol;Acc:MGI:5622000]
Krtap5-25	ENSMUSG00000110061		MGI:5791173	Krtap5-25	keratin associated protein 5-25 [Source:MGI Symbol;Acc:MGI:5791173]
Krtap5-22	ENSMUSG00000109655		MGI:5588894	Krtap5-22	keratin associated protein 5-22 [Source:MGI Symbol;Acc:MGI:5588894]
Gm4553	ENSMUSG00000090471		MGI:3782737	Gm4553	predicted gene 4553 [Source:MGI Symbol;Acc:MGI:3782737]
Dnajc5b	ENSMUSG00000027606	Q9CQ94	MGI:1913576	Dnajc5b	DnaJ heat shock protein family (Hsp40) member C5 beta [Source:MGI Symbol;Acc:MGI:1913576]
Krtap5-21	ENSMUSG00000073786		MGI:3647476	Krtap5-21	keratin associated protein 5-21 [Source:MGI Symbol;Acc:MGI:3647476]
Grem2	ENSMUSG00000050069	O88273	MGI:1344367	Grem2	gremlin 2, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1344367]
Krtap5-5	ENSMUSG00000073785	Q2TA51	MGI:2149673	Krtap5-5	keratin associated protein 5-5 [Source:MGI Symbol;Acc:MGI:2149673]
Krtap5-24	ENSMUSG00000110324		MGI:5623345	Krtap5-24	keratin associated protein 5-24 [Source:MGI Symbol;Acc:MGI:5623345]
Krtap5-20	ENSMUSG00000056885		MGI:3782743	Krtap5-20	keratin associated protein 5-20 [Source:MGI Symbol;Acc:MGI:3782743]
Crh	ENSMUSG00000049796	Q8CIT0	MGI:88496	Crh	corticotropin releasing hormone [Source:MGI Symbol;Acc:MGI:88496]
Krtap5-4	ENSMUSG00000045236	Q62220	MGI:1354758	Krtap5-4	keratin associated protein 5-4 [Source:MGI Symbol;Acc:MGI:1354758]
Zdhhc11	ENSMUSG00000069189		MGI:1918414	Zdhhc11	zinc finger, DHHC domain containing 11 [Source:MGI Symbol;Acc:MGI:1918414]
Ranbp2	ENSMUSG00000003226	Q9ERU9	MGI:894323	Ranbp2	RAN binding protein 2 [Source:MGI Symbol;Acc:MGI:894323]
Zdhhc11	ENSMUSG00000069189	Q14AK4	MGI:1918414	Zdhhc11	zinc finger, DHHC domain containing 11 [Source:MGI Symbol;Acc:MGI:1918414]
Ifitm10	ENSMUSG00000045777	Q8BR26	MGI:2444776	Ifitm10	interferon induced transmembrane protein 10 [Source:MGI Symbol;Acc:MGI:2444776]
Mycbp2	ENSMUSG00000033004	Q7TPH6	MGI:2179432	Mycbp2	MYC binding protein 2, E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:2179432]
Gm49369	ENSMUSG00000110040		MGI:6121585	Gm49369	predicted gene, 49369 [Source:MGI Symbol;Acc:MGI:6121585]
Plb1	ENSMUSG00000029134	Q3TTY0	MGI:1922406	Plb1	phospholipase B1 [Source:MGI Symbol;Acc:MGI:1922406]
Tppp	ENSMUSG00000021573	Q7TQD2	MGI:1920198	Tppp	tubulin polymerization promoting protein [Source:MGI Symbol;Acc:MGI:1920198]
Ccdc138	ENSMUSG00000038010	Q0VF22	MGI:1923388	Ccdc138	coiled-coil domain containing 138 [Source:MGI Symbol;Acc:MGI:1923388]
Dync1i1	ENSMUSG00000029757		MGI:107743	Dync1i1	dynein cytoplasmic 1 intermediate chain 1 [Source:MGI Symbol;Acc:MGI:107743]
Gm62004	ENSMUSG00000121604		MGI:7806996	Gm62004	predicted gene, 62004 [Source:MGI Symbol;Acc:MGI:7806996]
Mib2	ENSMUSG00000029060	Q8R516	MGI:2679684	Mib2	mindbomb E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2679684]
Cnn3	ENSMUSG00000053931	Q9DAW9	MGI:1919244	Cnn3	calponin 3, acidic [Source:MGI Symbol;Acc:MGI:1919244]
Dync1i1	ENSMUSG00000029757	O88485	MGI:107743	Dync1i1	dynein cytoplasmic 1 intermediate chain 1 [Source:MGI Symbol;Acc:MGI:107743]
Srpk1	ENSMUSG00000004865	O70551	MGI:106908	Srpk1	serine/arginine-rich protein specific kinase 1 [Source:MGI Symbol;Acc:MGI:106908]
Mib2	ENSMUSG00000029060		MGI:2679684	Mib2	mindbomb E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2679684]
Cnn3	ENSMUSG00000053931		MGI:1919244	Cnn3	calponin 3, acidic [Source:MGI Symbol;Acc:MGI:1919244]
Srpk1	ENSMUSG00000004865		MGI:106908	Srpk1	serine/arginine-rich protein specific kinase 1 [Source:MGI Symbol;Acc:MGI:106908]
Fndc10	ENSMUSG00000074738	A2A9Q0	MGI:2444790	Fndc10	fibronectin type III domain containing 10 [Source:MGI Symbol;Acc:MGI:2444790]
Sem1	ENSMUSG00000042541	P60897	MGI:109238	Sem1	SEM1, 26S proteasome complex subunit [Source:MGI Symbol;Acc:MGI:109238]
Edar	ENSMUSG00000003227	Q9R187	MGI:1343498	Edar	ectodysplasin-A receptor [Source:MGI Symbol;Acc:MGI:1343498]
Or6c200-ps1	ENSMUSG00000107648		MGI:3030598	Or6c200-ps1	olfactory receptor family 6 subfamily C member 200, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030598]
Or6c8	ENSMUSG00000059762		MGI:3030601	Or6c8	olfactory receptor family 6 subfamily C member 8 [Source:MGI Symbol;Acc:MGI:3030601]
Or6c38	ENSMUSG00000050198		MGI:3030602	Or6c38	olfactory receptor family 6 subfamily C member 38 [Source:MGI Symbol;Acc:MGI:3030602]
Or6c2b	ENSMUSG00000042801		MGI:3030603	Or6c2b	olfactory receptor family 6 subfamily C member 2B [Source:MGI Symbol;Acc:MGI:3030603]
Sdhaf3	ENSMUSG00000042505	Q8BQU3	MGI:1913288	Sdhaf3	succinate dehydrogenase complex assembly factor 3 [Source:MGI Symbol;Acc:MGI:1913288]
